MSOACode,MSOAName,Borough,LAD11CD
E02000941,Wandsworth 019,Wandsworth,E09000032
E02000942,Wandsworth 020,Wandsworth,E09000032
E02000943,Wandsworth 021,Wandsworth,E09000032
E02000944,Wandsworth 022,Wandsworth,E09000032
E02000945,Wandsworth 023,Wandsworth,E09000032
E02000946,Wandsworth 024,Wandsworth,E09000032
E02000947,Wandsworth 025,Wandsworth,E09000032
E02000948,Wandsworth 026,Wandsworth,E09000032
E02000949,Wandsworth 027,Wandsworth,E09000032
E02000950,Wandsworth 028,Wandsworth,E09000032
E02000951,Wandsworth 029,Wandsworth,E09000032
E02000952,Wandsworth 030,Wandsworth,E09000032
E02000953,Wandsworth 031,Wandsworth,E09000032
E02000954,Wandsworth 032,Wandsworth,E09000032
E02000955,Wandsworth 033,Wandsworth,E09000032
E02000956,Wandsworth 034,Wandsworth,E09000032
E02000957,Wandsworth 035,Wandsworth,E09000032
E02000958,Wandsworth 036,Wandsworth,E09000032
E02000959,Wandsworth 037,Wandsworth,E09000032
E02000960,Westminster 001,Westminster,E09000033
E02000961,Westminster 002,Westminster,E09000033
E02000962,Westminster 003,Westminster,E09000033
E02000963,Westminster 004,Westminster,E09000033
E02000964,Westminster 005,Westminster,E09000033
E02000965,Westminster 006,Westminster,E09000033
E02000966,Westminster 007,Westminster,E09000033
E02000967,Westminster 008,Westminster,E09000033
E02000968,Westminster 009,Westminster,E09000033
E02000969,Westminster 010,Westminster,E09000033
E02000970,Westminster 011,Westminster,E09000033
E02000971,Westminster 012,Westminster,E09000033
E02000972,Westminster 013,Westminster,E09000033
E02000973,Westminster 014,Westminster,E09000033
E02000974,Westminster 015,Westminster,E09000033
E02000975,Westminster 016,Westminster,E09000033
E02000976,Westminster 017,Westminster,E09000033
E02000977,Westminster 018,Westminster,E09000033
E02000978,Westminster 019,Westminster,E09000033
E02000979,Westminster 020,Westminster,E09000033
E02000980,Westminster 021,Westminster,E09000033
E02000981,Westminster 022,Westminster,E09000033
E02000982,Westminster 023,Westminster,E09000033
E02000983,Westminster 024,Westminster,E09000033
E02006782,Bromley 040,Bromley,E09000006
E02006783,Lewisham 037,Lewisham,E09000023
E02006784,Lewisham 038,Lewisham,E09000023
E02006785,Bexley 029,Bexley,E09000004
E02006786,Greenwich 033,Greenwich,E09000011
E02006787,Bromley 041,Bromley,E09000006
E02006788,Croydon 045,Croydon,E09000008
E02006789,Bromley 042,Bromley,E09000006
E02006791,Ealing 040,Ealing,E09000009
E02006792,Hounslow 029,Hounslow,E09000018
E02006793,Enfield 037,Enfield,E09000010
E02006794,Haringey 037,Haringey,E09000014
E02006795,Harrow 032,Harrow,E09000015
E02006796,Hillingdon 033,Hillingdon,E09000017
E02006798,Lewisham 039,Lewisham,E09000023
E02006799,Barking and Dagenham 023,Barking and Dagenham,E09000002
E02006800,Redbridge 034,Redbridge,E09000026
E02006801,Lambeth 036,Lambeth,E09000022
E02006802,Southwark 034,Southwark,E09000028
E02006836,Sutton 025,Sutton,E09000029
E02006853,Tower Hamlets 032,Tower Hamlets,E09000030
E02006854,Tower Hamlets 033,Tower Hamlets,E09000030
E02006882,Harrow 033,Harrow,E09000015
E02006918,Hackney 028,Hackney,E09000012
E02006921,Hackney 029,Hackney,E09000012
E02006924,Redbridge 035,Redbridge,E09000026
E02006925,Redbridge 036,Redbridge,E09000026
E02006927,Greenwich 034,Greenwich,E09000011
E02006928,Greenwich 035,Greenwich,E09000011
E02006929,Greenwich 036,Greenwich,E09000011
E02006930,Greenwich 037,Greenwich,E09000011
E02006931,Greenwich 038,Greenwich,E09000011
