areaType,areaName,areaCode,date,cumVaccinationFirstDoseUptakeByPublishDatePercentage,cumVaccinationSecondDoseUptakeByPublishDatePercentage
nation,Wales,W92000004,2021-04-19,67.3,24.2
nation,Wales,W92000004,2021-04-18,67.1,23.9
nation,Wales,W92000004,2021-04-17,66.8,23.8
nation,Wales,W92000004,2021-04-16,66.3,23.3
nation,Wales,W92000004,2021-04-15,65.7,22.8
nation,Wales,W92000004,2021-04-14,65.0,22.2
nation,Wales,W92000004,2021-04-13,64.3,21.8
nation,Wales,W92000004,2021-04-12,63.5,21.3
nation,Wales,W92000004,2021-04-11,62.9,20.9
nation,Wales,W92000004,2021-04-10,62.3,20.8
nation,Wales,W92000004,2021-04-09,61.7,20.2
nation,Wales,W92000004,2021-04-08,60.9,19.8
nation,Wales,W92000004,2021-04-07,60.2,19.2
nation,Wales,W92000004,2021-04-06,59.6,18.8
nation,Wales,W92000004,2021-04-05,59.2,18.6
nation,Wales,W92000004,2021-04-04,59.1,18.5
nation,Wales,W92000004,2021-04-03,58.8,18.5
nation,Wales,W92000004,2021-04-02,58.4,18.4
nation,Wales,W92000004,2021-04-01,57.9,18.2
nation,Wales,W92000004,2021-03-31,57.2,17.8
nation,Wales,W92000004,2021-03-30,56.6,17.4
nation,Wales,W92000004,2021-03-29,56.0,16.8
nation,Wales,W92000004,2021-03-28,55.5,16.5
nation,Wales,W92000004,2021-03-27,55.0,16.4
nation,Wales,W92000004,2021-03-26,54.1,15.9
nation,Wales,W92000004,2021-03-25,53.2,15.4
nation,Wales,W92000004,2021-03-24,52.3,15.0
nation,Wales,W92000004,2021-03-23,51.6,14.5
nation,Wales,W92000004,2021-03-22,51.1,14.0
nation,Wales,W92000004,2021-03-21,50.5,13.7
nation,Wales,W92000004,2021-03-20,49.9,13.4
nation,Wales,W92000004,2021-03-19,48.8,13.1
nation,Wales,W92000004,2021-03-18,47.7,12.6
nation,Wales,W92000004,2021-03-17,46.8,12.1
nation,Wales,W92000004,2021-03-16,45.9,11.5
nation,Wales,W92000004,2021-03-15,45.2,10.8
nation,Wales,W92000004,2021-03-14,44.5,10.5
nation,Wales,W92000004,2021-03-13,44.1,10.2
nation,Wales,W92000004,2021-03-12,43.0,9.9
nation,Wales,W92000004,2021-03-11,41.9,9.4
nation,Wales,W92000004,2021-03-10,41.0,8.8
nation,Wales,W92000004,2021-03-09,40.4,8.2
nation,Wales,W92000004,2021-03-08,39.9,7.6
nation,Wales,W92000004,2021-03-07,39.6,7.3
nation,Wales,W92000004,2021-03-06,39.4,7.0
nation,Wales,W92000004,2021-03-05,39.0,6.7
nation,Wales,W92000004,2021-03-04,38.3,6.1
nation,Wales,W92000004,2021-03-03,37.7,5.5
nation,Wales,W92000004,2021-03-02,37.3,4.9
nation,Wales,W92000004,2021-03-01,37.0,4.4
nation,Wales,W92000004,2021-02-28,36.7,4.1
nation,Wales,W92000004,2021-02-27,36.6,3.8
nation,Wales,W92000004,2021-02-26,36.3,3.5
nation,Wales,W92000004,2021-02-25,35.8,3.2
nation,Wales,W92000004,2021-02-24,35.2,2.8
nation,Wales,W92000004,2021-02-23,34.8,2.3
nation,Wales,W92000004,2021-02-22,34.5,2.0
nation,Wales,W92000004,2021-02-21,34.2,1.7
nation,Wales,W92000004,2021-02-20,34.1,1.5
nation,Wales,W92000004,2021-02-19,33.8,1.3
nation,Wales,W92000004,2021-02-18,33.3,1.0
nation,Wales,W92000004,2021-02-17,32.6,0.8
nation,Wales,W92000004,2021-02-16,32.0,0.5
nation,Wales,W92000004,2021-02-15,31.5,0.3
nation,Wales,W92000004,2021-02-14,31.1,0.2
nation,Wales,W92000004,2021-02-13,30.6,0.2
nation,Wales,W92000004,2021-02-12,29.7,0.2
nation,Wales,W92000004,2021-02-11,28.4,0.2
nation,Wales,W92000004,2021-02-10,27.1,0.2
nation,Wales,W92000004,2021-02-09,26.0,0.1
nation,Wales,W92000004,2021-02-08,24.9,0.1
nation,Wales,W92000004,2021-02-07,23.9,0.1
nation,Wales,W92000004,2021-02-06,23.4,0.1
nation,Wales,W92000004,2021-02-05,22.1,0.1
nation,Wales,W92000004,2021-02-04,20.7,0.1
nation,Wales,W92000004,2021-02-03,19.4,
nation,Wales,W92000004,2021-02-02,18.3,
nation,Wales,W92000004,2021-02-01,17.4,
nation,Wales,W92000004,2021-01-31,16.5,
nation,Wales,W92000004,2021-01-30,16.0,
nation,Wales,W92000004,2021-01-29,15.0,
nation,Wales,W92000004,2021-01-28,14.4,
nation,Wales,W92000004,2021-01-27,13.3,
nation,Wales,W92000004,2021-01-26,12.4,
nation,Wales,W92000004,2021-01-25,11.5,
nation,Wales,W92000004,2021-01-24,10.7,
nation,Wales,W92000004,2021-01-23,10.5,
nation,Wales,W92000004,2021-01-22,9.5,
nation,Wales,W92000004,2021-01-21,8.4,
nation,Wales,W92000004,2021-01-20,7.5,
nation,Wales,W92000004,2021-01-19,7.0,
nation,Wales,W92000004,2021-01-18,6.4,
nation,Wales,W92000004,2021-01-17,6.0,
nation,Wales,W92000004,2021-01-16,5.0,
nation,Wales,W92000004,2021-01-15,5.0,
nation,Wales,W92000004,2021-01-14,5.0,
nation,Wales,W92000004,2021-01-13,4.5,
nation,Wales,W92000004,2021-01-12,4.0,
nation,Wales,W92000004,2021-01-11,3.6,
nation,Wales,W92000004,2021-01-10,3.4,
