Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,6147.736816,6147.736816,6147.736816,6147.736816,2081.237549,0
1988-07-04,6085.350098,6085.350098,6085.350098,6085.350098,2060.116943,0
1988-07-05,6106.020508,6106.020508,6106.020508,6106.020508,2067.114990,0
1988-07-06,6126.878418,6126.878418,6126.878418,6126.878418,2074.175781,0
1988-07-07,6126.878418,6126.878418,6126.878418,6126.878418,2074.175781,0
1988-07-08,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-07-11,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-07-12,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-07-13,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-07-14,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-07-15,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1988-07-18,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-07-19,6147.736816,6147.736816,6147.736816,6147.736816,2081.237549,0
1988-07-20,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-07-21,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1988-07-22,6106.020508,6106.020508,6106.020508,6106.020508,2067.114990,0
1988-07-25,6085.350098,6085.350098,6085.350098,6085.350098,2060.116943,0
1988-07-26,6064.491699,6064.491699,6064.491699,6064.491699,2053.055908,0
1988-07-27,6064.491699,6064.491699,6064.491699,6064.491699,2053.055908,0
1988-07-28,6064.491699,6064.491699,6064.491699,6064.491699,2053.055908,0
1988-07-29,6085.350098,6085.350098,6085.350098,6085.350098,2060.116943,0
1988-08-01,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-08-02,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1988-08-03,6481.280762,6481.280762,6481.280762,6481.280762,2194.154053,0
1988-08-04,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1988-08-05,6335.273438,6335.273438,6335.273438,6335.273438,2144.726074,0
1988-08-08,6314.415039,6314.415039,6314.415039,6314.415039,2137.663574,0
1988-08-09,6272.886230,6272.886230,6272.886230,6272.886230,2123.605225,0
1988-08-10,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-08-11,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-08-12,6293.744629,6293.744629,6293.744629,6293.744629,2130.665527,0
1988-08-15,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-08-16,6293.744629,6293.744629,6293.744629,6293.744629,2130.665527,0
1988-08-17,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1988-08-18,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1988-08-19,6439.564453,6439.564453,6439.564453,6439.564453,2180.031250,0
1988-08-22,6293.744629,6293.744629,6293.744629,6293.744629,2130.665527,0
1988-08-23,6272.886230,6272.886230,6272.886230,6272.886230,2123.605225,0
1988-08-24,6272.886230,6272.886230,6272.886230,6272.886230,2123.605225,0
1988-08-25,5939.342285,5939.342285,5939.342285,5939.342285,2010.688110,0
1988-08-26,5897.625488,5897.625488,5897.625488,5897.625488,1996.565063,0
1988-08-29,5897.625488,5897.625488,5897.625488,5897.625488,1996.565063,0
1988-08-30,5960.200195,5960.200195,5960.200195,5960.200195,2017.749268,0
1988-08-31,6085.350098,6085.350098,6085.350098,6085.350098,2060.116943,0
1988-09-01,6085.350098,6085.350098,6085.350098,6085.350098,2060.116943,0
1988-09-02,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-09-05,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-09-06,6335.273438,6335.273438,6335.273438,6335.273438,2144.726074,0
1988-09-07,6314.415039,6314.415039,6314.415039,6314.415039,2137.663574,0
1988-09-08,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1988-09-09,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-09-12,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1988-09-13,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-09-14,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-09-15,6252.028320,6252.028320,6252.028320,6252.028320,2116.543701,0
1988-09-16,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1988-09-19,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-09-20,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-09-21,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1988-09-22,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1988-09-23,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1988-09-26,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-09-27,6314.415039,6314.415039,6314.415039,6314.415039,2137.663574,0
1988-09-28,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1988-09-29,6335.273438,6335.273438,6335.273438,6335.273438,2144.726074,0
1988-09-30,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1988-10-03,6335.273438,6335.273438,6335.273438,6335.273438,2144.726074,0
1988-10-04,6376.989746,6376.989746,6376.989746,6376.989746,2158.847656,0
1988-10-05,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1988-10-06,6627.101074,6627.101074,6627.101074,6627.101074,2243.519775,0
1988-10-07,6585.384277,6585.384277,6585.384277,6585.384277,2229.397461,0
1988-10-10,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1988-10-11,6543.667969,6543.667969,6543.667969,6543.667969,2215.274902,0
1988-10-12,6522.997559,6522.997559,6522.997559,6522.997559,2208.276611,0
1988-10-13,6647.958984,6647.958984,6647.958984,6647.958984,2250.580322,0
1988-10-14,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1988-10-17,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1988-10-18,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1988-10-19,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1988-10-20,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1988-10-21,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1988-10-24,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1988-10-25,6647.958984,6647.958984,6647.958984,6647.958984,2250.580322,0
1988-10-26,6627.101074,6627.101074,6627.101074,6627.101074,2243.519775,0
1988-10-27,6668.817383,6668.817383,6668.817383,6668.817383,2257.642578,0
1988-10-28,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1988-10-31,6772.920898,6772.920898,6772.920898,6772.920898,2292.885254,0
1988-11-01,6835.495605,6835.495605,6835.495605,6835.495605,2314.068848,0
1988-11-02,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1988-11-03,6835.495605,6835.495605,6835.495605,6835.495605,2314.068848,0
1988-11-04,6772.920898,6772.920898,6772.920898,6772.920898,2292.885254,0
1988-11-07,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1988-11-08,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1988-11-09,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1988-11-10,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1988-11-11,6668.817383,6668.817383,6668.817383,6668.817383,2257.642578,0
1988-11-14,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1988-11-15,6627.101074,6627.101074,6627.101074,6627.101074,2243.519775,0
1988-11-16,6647.958984,6647.958984,6647.958984,6647.958984,2250.580322,0
1988-11-17,6668.817383,6668.817383,6668.817383,6668.817383,2257.642578,0
1988-11-18,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1988-11-21,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1988-11-22,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1988-11-23,6981.315430,6981.315430,6981.315430,6981.315430,2363.434082,0
1988-11-24,6918.928711,6918.928711,6918.928711,6918.928711,2342.313721,0
1988-11-25,6647.958984,6647.958984,6647.958984,6647.958984,2250.580322,0
1988-11-28,6564.525879,6564.525879,6564.525879,6564.525879,2222.335449,0
1988-11-29,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1988-11-30,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1988-12-01,6668.817383,6668.817383,6668.817383,6668.817383,2257.642578,0
1988-12-02,6585.384277,6585.384277,6585.384277,6585.384277,2229.397461,0
1988-12-05,6564.525879,6564.525879,6564.525879,6564.525879,2222.335449,0
1988-12-06,6564.525879,6564.525879,6564.525879,6564.525879,2222.335449,0
1988-12-07,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1988-12-08,6335.273438,6335.273438,6335.273438,6335.273438,2144.726074,0
1988-12-09,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-12-12,6064.491699,6064.491699,6064.491699,6064.491699,2053.055908,0
1988-12-13,6106.020508,6106.020508,6106.020508,6106.020508,2067.114990,0
1988-12-14,6043.633301,6043.633301,6043.633301,6043.633301,2045.994629,0
1988-12-15,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1988-12-16,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1988-12-19,6231.169922,6231.169922,6231.169922,6231.169922,2109.482422,0
1988-12-20,6293.744629,6293.744629,6293.744629,6293.744629,2130.665527,0
1988-12-21,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-12-22,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-12-23,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1988-12-26,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1988-12-27,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1988-12-28,6189.453125,6189.453125,6189.453125,6189.453125,2095.359619,0
1988-12-29,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1988-12-30,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1989-01-02,6210.311523,6210.311523,6210.311523,6210.311523,2102.420898,0
1989-01-03,6126.878418,6126.878418,6126.878418,6126.878418,2074.175781,0
1989-01-04,6126.878418,6126.878418,6126.878418,6126.878418,2074.175781,0
1989-01-05,6126.878418,6126.878418,6126.878418,6126.878418,2074.175781,0
1989-01-06,6168.595215,6168.595215,6168.595215,6168.595215,2088.298584,0
1989-01-09,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1989-01-10,6376.989746,6376.989746,6376.989746,6376.989746,2158.847656,0
1989-01-11,6376.989746,6376.989746,6376.989746,6376.989746,2158.847656,0
1989-01-12,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1989-01-13,6481.280762,6481.280762,6481.280762,6481.280762,2194.154053,0
1989-01-16,6543.667969,6543.667969,6543.667969,6543.667969,2215.274902,0
1989-01-17,6564.525879,6564.525879,6564.525879,6564.525879,2222.335449,0
1989-01-18,6627.101074,6627.101074,6627.101074,6627.101074,2243.519775,0
1989-01-19,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1989-01-20,6522.997559,6522.997559,6522.997559,6522.997559,2208.276611,0
1989-01-23,6522.997559,6522.997559,6522.997559,6522.997559,2208.276611,0
1989-01-24,6647.958984,6647.958984,6647.958984,6647.958984,2250.580322,0
1989-01-25,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1989-01-26,7252.284668,7252.284668,7252.284668,7252.284668,2455.167480,0
1989-01-27,7023.032227,7023.032227,7023.032227,7023.032227,2377.556396,0
1989-01-30,7085.606934,7085.606934,7085.606934,7085.606934,2398.741455,0
1989-01-31,7023.032227,7023.032227,7023.032227,7023.032227,2377.556396,0
1989-02-01,7064.748535,7064.748535,7064.748535,7064.748535,2391.679688,0
1989-02-02,7210.568359,7210.568359,7210.568359,7210.568359,2441.044434,0
1989-02-03,7356.576172,7356.576172,7356.576172,7356.576172,2490.473877,0
1989-02-06,7335.717773,7335.717773,7335.717773,7335.717773,2483.412109,0
1989-02-07,7408.627930,7408.627930,7408.627930,7408.627930,2508.096191,0
1989-02-08,7481.537598,7481.537598,7481.537598,7481.537598,2532.778076,0
1989-02-09,7273.143066,7273.143066,7273.143066,7273.143066,2462.228760,0
1989-02-10,7106.464844,7106.464844,7106.464844,7106.464844,2405.802002,0
1989-02-13,6960.457031,6960.457031,6960.457031,6960.457031,2356.373291,0
1989-02-14,6856.354004,6856.354004,6856.354004,6856.354004,2321.130371,0
1989-02-15,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-02-16,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-02-17,6772.920898,6772.920898,6772.920898,6772.920898,2292.885254,0
1989-02-20,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-02-21,6835.495605,6835.495605,6835.495605,6835.495605,2314.068848,0
1989-02-22,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-02-23,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1989-02-24,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1989-02-27,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1989-02-28,6772.920898,6772.920898,6772.920898,6772.920898,2292.885254,0
1989-03-01,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-03-02,6898.070313,6898.070313,6898.070313,6898.070313,2335.252197,0
1989-03-03,7064.748535,7064.748535,7064.748535,7064.748535,2391.679688,0
1989-03-06,7148.181641,7148.181641,7148.181641,7148.181641,2419.925049,0
1989-03-07,7169.040039,7169.040039,7169.040039,7169.040039,2426.986816,0
1989-03-08,7169.040039,7169.040039,7169.040039,7169.040039,2426.986816,0
1989-03-09,7148.181641,7148.181641,7148.181641,7148.181641,2419.925049,0
1989-03-10,7169.040039,7169.040039,7169.040039,7169.040039,2426.986816,0
1989-03-13,7231.426758,7231.426758,7231.426758,7231.426758,2448.105957,0
1989-03-14,7314.859863,7314.859863,7314.859863,7314.859863,2476.351318,0
1989-03-15,7273.143066,7273.143066,7273.143066,7273.143066,2462.228760,0
1989-03-16,7231.426758,7231.426758,7231.426758,7231.426758,2448.105957,0
1989-03-17,7043.890137,7043.890137,7043.890137,7043.890137,2384.618652,0
1989-03-20,7002.173828,7002.173828,7002.173828,7002.173828,2370.495361,0
1989-03-21,7002.173828,7002.173828,7002.173828,7002.173828,2370.495361,0
1989-03-22,6939.787109,6939.787109,6939.787109,6939.787109,2349.375732,0
1989-03-23,6981.315430,6981.315430,6981.315430,6981.315430,2363.434082,0
1989-03-24,6981.315430,6981.315430,6981.315430,6981.315430,2363.434082,0
1989-03-27,6981.315430,6981.315430,6981.315430,6981.315430,2363.434082,0
1989-03-28,7002.173828,7002.173828,7002.173828,7002.173828,2370.495361,0
1989-03-29,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-03-30,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1989-03-31,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-04-03,6647.958984,6647.958984,6647.958984,6647.958984,2250.580322,0
1989-04-04,6627.101074,6627.101074,6627.101074,6627.101074,2243.519775,0
1989-04-05,6543.667969,6543.667969,6543.667969,6543.667969,2215.274902,0
1989-04-06,6502.139160,6502.139160,6502.139160,6502.139160,2201.214600,0
1989-04-07,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1989-04-10,6356.131348,6356.131348,6356.131348,6356.131348,2151.786377,0
1989-04-11,6418.706055,6418.706055,6418.706055,6418.706055,2172.970215,0
1989-04-12,6439.564453,6439.564453,6439.564453,6439.564453,2180.031250,0
1989-04-13,6439.564453,6439.564453,6439.564453,6439.564453,2180.031250,0
1989-04-14,6543.667969,6543.667969,6543.667969,6543.667969,2215.274902,0
1989-04-17,6585.384277,6585.384277,6585.384277,6585.384277,2229.397461,0
1989-04-18,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1989-04-19,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-04-20,6762.585449,6762.585449,6762.585449,6762.585449,2289.385498,0
1989-04-21,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1989-04-24,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1989-04-25,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1989-04-26,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-04-27,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-04-28,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-05-01,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-05-02,6856.354004,6856.354004,6856.354004,6856.354004,2321.130371,0
1989-05-03,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-05-04,6981.315430,6981.315430,6981.315430,6981.315430,2363.434082,0
1989-05-05,7002.173828,7002.173828,7002.173828,7002.173828,2370.495361,0
1989-05-08,6960.457031,6960.457031,6960.457031,6960.457031,2356.373291,0
1989-05-09,6981.315430,6981.315430,6981.315430,6981.315430,2363.434082,0
1989-05-10,6960.457031,6960.457031,6960.457031,6960.457031,2356.373291,0
1989-05-11,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-05-12,6898.070313,6898.070313,6898.070313,6898.070313,2335.252197,0
1989-05-15,6877.211914,6877.211914,6877.211914,6877.211914,2328.191406,0
1989-05-16,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-05-17,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-05-18,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-05-19,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1989-05-22,6627.101074,6627.101074,6627.101074,6627.101074,2243.519775,0
1989-05-23,6585.384277,6585.384277,6585.384277,6585.384277,2229.397461,0
1989-05-24,6481.280762,6481.280762,6481.280762,6481.280762,2194.154053,0
1989-05-25,6439.564453,6439.564453,6439.564453,6439.564453,2180.031250,0
1989-05-26,6543.667969,6543.667969,6543.667969,6543.667969,2215.274902,0
1989-05-29,6543.667969,6543.667969,6543.667969,6543.667969,2215.274902,0
1989-05-30,6502.139160,6502.139160,6502.139160,6502.139160,2201.214600,0
1989-05-31,6481.280762,6481.280762,6481.280762,6481.280762,2194.154053,0
1989-06-01,6439.564453,6439.564453,6439.564453,6439.564453,2180.031250,0
1989-06-02,6460.422852,6460.422852,6460.422852,6460.422852,2187.092285,0
1989-06-05,6460.422852,6460.422852,6460.422852,6460.422852,2187.092285,0
1989-06-06,6522.997559,6522.997559,6522.997559,6522.997559,2208.276611,0
1989-06-07,6564.525879,6564.525879,6564.525879,6564.525879,2222.335449,0
1989-06-08,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1989-06-09,6606.242676,6606.242676,6606.242676,6606.242676,2236.458008,0
1989-06-12,6710.533691,6710.533691,6710.533691,6710.533691,2271.764893,0
1989-06-13,6595.907715,6595.907715,6595.907715,6595.907715,2232.959961,0
1989-06-14,6585.384277,6585.384277,6585.384277,6585.384277,2229.397461,0
1989-06-15,6585.384277,6585.384277,6585.384277,6585.384277,2229.397461,0
1989-06-16,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1989-06-19,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1989-06-20,6741.727539,6741.727539,6741.727539,6741.727539,2282.324951,0
1989-06-21,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1989-06-22,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1989-06-23,6689.675781,6689.675781,6689.675781,6689.675781,2264.702881,0
1989-06-26,6772.920898,6772.920898,6772.920898,6772.920898,2292.885254,0
1989-06-27,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-06-28,6772.920898,6772.920898,6772.920898,6772.920898,2292.885254,0
1989-06-29,6731.392090,6731.392090,6731.392090,6731.392090,2278.825928,0
1989-06-30,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1989-07-03,6793.778809,6793.778809,6793.778809,6793.778809,2299.947021,0
1989-07-04,6814.637207,6814.637207,6814.637207,6814.637207,2307.006836,0
1989-07-05,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1989-07-06,6752.062500,6752.062500,6752.062500,6752.062500,2285.822754,0
1989-07-07,6835.495605,6835.495605,6835.495605,6835.495605,2314.068848,0
1989-07-10,6939.787109,6939.787109,6939.787109,6939.787109,2349.375732,0
1989-07-11,7064.748535,7064.748535,7064.748535,7064.748535,2391.679688,0
1989-07-12,7960.901855,7960.901855,7960.901855,7960.901855,2695.060547,0
1989-07-13,7856.610840,7856.610840,7856.610840,7856.610840,2659.754150,0
1989-07-14,7835.752441,7835.752441,7835.752441,7835.752441,2652.692383,0
1989-07-17,7752.507324,7752.507324,7752.507324,7752.507324,2624.510742,0
1989-07-18,7627.357910,7627.357910,7627.357910,7627.357910,2582.143555,0
1989-07-19,7731.648926,7731.648926,7731.648926,7731.648926,2617.450684,0
1989-07-20,7689.932617,7689.932617,7689.932617,7689.932617,2603.327393,0
1989-07-21,7648.215820,7648.215820,7648.215820,7648.215820,2589.204346,0
1989-07-24,7596.164063,7596.164063,7596.164063,7596.164063,2571.583008,0
1989-07-25,7627.357910,7627.357910,7627.357910,7627.357910,2582.143555,0
