Date,Open,High,Low,Close,Adj Close,Volume
1988-07-01,538.414124,538.414124,538.414124,538.414124,161.895325,0
1988-07-04,530.830811,530.830811,530.830811,530.830811,159.615143,0
1988-07-05,535.570374,535.570374,535.570374,535.570374,161.040222,0
1988-07-06,532.726624,532.726624,532.726624,532.726624,160.185242,0
1988-07-07,528.460999,528.460999,528.460999,528.460999,158.902542,0
1988-07-08,532.726624,532.726624,532.726624,532.726624,160.185242,0
1988-07-11,542.205688,542.205688,542.205688,542.205688,163.035446,0
1988-07-12,538.414124,538.414124,538.414124,538.414124,161.895325,0
1988-07-13,540.783875,540.783875,540.783875,540.783875,162.607895,0
1988-07-14,530.830811,530.830811,530.830811,530.830811,159.615143,0
1988-07-15,528.934998,528.934998,528.934998,528.934998,159.045044,0
1988-07-18,522.299622,522.299622,522.299622,522.299622,157.049881,0
1988-07-19,518.507874,518.507874,518.507874,518.507874,155.909714,0
1988-07-20,526.091187,526.091187,526.091187,526.091187,158.189972,0
1988-07-21,521.351685,521.351685,521.351685,521.351685,156.764862,0
1988-07-22,516.612122,516.612122,516.612122,516.612122,155.339706,0
1988-07-25,521.351685,521.351685,521.351685,521.351685,156.764862,0
1988-07-26,527.987122,527.987122,527.987122,527.987122,158.760010,0
1988-07-27,529.882874,529.882874,529.882874,529.882874,159.330109,0
1988-07-28,534.622375,534.622375,534.622375,534.622375,160.755249,0
1988-07-29,542.205688,542.205688,542.205688,542.205688,163.035446,0
1988-08-01,548.841125,548.841125,548.841125,548.841125,165.030655,0
1988-08-02,546.945313,546.945313,546.945313,546.945313,164.460541,0
1988-08-03,558.320190,558.320190,558.320190,558.320190,167.880920,0
1988-08-04,555.476501,555.476501,555.476501,555.476501,167.025772,0
1988-08-05,555.476501,555.476501,555.476501,555.476501,167.025772,0
1988-08-08,552.632813,552.632813,552.632813,552.632813,166.170746,0
1988-08-09,547.893188,547.893188,547.893188,547.893188,164.745575,0
1988-08-10,544.101624,544.101624,544.101624,544.101624,163.605484,0
1988-08-11,545.049500,545.049500,545.049500,545.049500,163.890549,0
1988-08-12,547.893188,547.893188,547.893188,547.893188,164.745575,0
1988-08-15,540.309875,540.309875,540.309875,540.309875,162.465408,0
1988-08-16,536.518311,536.518311,536.518311,536.518311,161.325256,0
1988-08-17,538.414124,538.414124,538.414124,538.414124,161.895325,0
1988-08-18,538.414124,538.414124,538.414124,538.414124,161.895325,0
1988-08-19,540.309875,540.309875,540.309875,540.309875,162.465408,0
1988-08-22,526.091187,526.091187,526.091187,526.091187,158.189972,0
1988-08-23,523.247498,523.247498,523.247498,523.247498,157.334869,0
1988-08-24,524.195374,524.195374,524.195374,524.195374,157.619949,0
1988-08-25,510.924591,510.924591,510.924591,510.924591,153.629532,0
1988-08-26,508.080902,508.080902,508.080902,508.080902,152.774521,0
1988-08-29,508.080902,508.080902,508.080902,508.080902,152.774521,0
1988-08-30,507.606903,507.606903,507.606903,507.606903,152.631912,0
1988-08-31,515.664185,515.664185,515.664185,515.664185,155.054642,0
1988-09-01,510.924591,510.924591,510.924591,510.924591,153.629532,0
1988-09-02,519.455811,519.455811,519.455811,519.455811,156.194748,0
1988-09-05,526.091187,526.091187,526.091187,526.091187,158.189972,0
1988-09-06,528.934998,528.934998,528.934998,528.934998,159.045044,0
1988-09-07,527.987122,527.987122,527.987122,527.987122,158.760010,0
1988-09-08,525.143311,525.143311,525.143311,525.143311,157.904922,0
1988-09-09,523.247498,523.247498,523.247498,523.247498,157.334869,0
1988-09-12,521.351685,521.351685,521.351685,521.351685,156.764862,0
1988-09-13,523.247498,523.247498,523.247498,523.247498,157.334869,0
1988-09-14,525.143311,525.143311,525.143311,525.143311,157.904922,0
1988-09-15,514.716309,514.716309,514.716309,514.716309,154.769714,0
1988-09-16,513.768372,513.768372,513.768372,513.768372,154.484619,0
1988-09-19,510.924591,510.924591,510.924591,510.924591,153.629532,0
