"Date","Spot exchange rate, US $ into Sterling                          XUDLUSS"
"05 Jul 17","1.2925"
"04 Jul 17","1.2929"
"03 Jul 17","1.2937"
"30 Jun 17","1.299"
"29 Jun 17","1.2995"
"28 Jun 17","1.2942"
"27 Jun 17","1.2777"
"26 Jun 17","1.2738"
"23 Jun 17","1.2738"
"22 Jun 17","1.2661"
"21 Jun 17","1.2664"
"20 Jun 17","1.2618"
"19 Jun 17","1.2758"
"16 Jun 17","1.2801"
"15 Jun 17","1.2761"
"14 Jun 17","1.2789"
"13 Jun 17","1.273"
"12 Jun 17","1.2673"
"09 Jun 17","1.2742"
"08 Jun 17","1.2947"
"07 Jun 17","1.2959"
"06 Jun 17","1.2895"
"05 Jun 17","1.293"
"02 Jun 17","1.2882"
"01 Jun 17","1.2903"
"31 May 17","1.2912"
"30 May 17","1.2862"
"26 May 17","1.2791"
"25 May 17","1.2947"
"24 May 17","1.295"
"23 May 17","1.298"
"22 May 17","1.3016"
"19 May 17","1.3026"
"18 May 17","1.2999"
"17 May 17","1.2972"
"16 May 17","1.2918"
"15 May 17","1.2918"
"12 May 17","1.289"
"11 May 17","1.2876"
"10 May 17","1.2949"
"09 May 17","1.2951"
"08 May 17","1.2941"
"05 May 17","1.2958"
"04 May 17","1.2915"
"03 May 17","1.2896"
"02 May 17","1.292"
"28 Apr 17","1.2938"
"27 Apr 17","1.2895"
"26 Apr 17","1.2858"
"25 Apr 17","1.2829"
"24 Apr 17","1.2777"
"21 Apr 17","1.2777"
"20 Apr 17","1.2841"
"19 Apr 17","1.2811"
"18 Apr 17","1.2765"
"13 Apr 17","1.2517"
"12 Apr 17","1.251"
"11 Apr 17","1.2489"
"10 Apr 17","1.2426"
"07 Apr 17","1.2392"
"06 Apr 17","1.2495"
"05 Apr 17","1.2477"
"04 Apr 17","1.2448"
"03 Apr 17","1.2483"
"31 Mar 17","1.2507"
"30 Mar 17","1.2489"
"29 Mar 17","1.2411"
"28 Mar 17","1.2536"
"27 Mar 17","1.257"
"24 Mar 17","1.249"
"23 Mar 17","1.2526"
"22 Mar 17","1.2476"
"21 Mar 17","1.2479"
"20 Mar 17","1.2366"
"17 Mar 17","1.2371"
"16 Mar 17","1.2368"
"15 Mar 17","1.2222"
"14 Mar 17","1.2167"
"13 Mar 17","1.2234"
"10 Mar 17","1.2167"
"09 Mar 17","1.215"
"08 Mar 17","1.2168"
"07 Mar 17","1.2194"
"06 Mar 17","1.2255"
"03 Mar 17","1.2261"
"02 Mar 17","1.2285"
"01 Mar 17","1.2317"
"28 Feb 17","1.2445"
"27 Feb 17","1.247"
"24 Feb 17","1.2489"
"23 Feb 17","1.2548"
"22 Feb 17","1.2458"
"21 Feb 17","1.2468"
"20 Feb 17","1.2473"
"17 Feb 17","1.2432"
"16 Feb 17","1.25"
"15 Feb 17","1.2447"
"14 Feb 17","1.2463"
"13 Feb 17","1.2503"
"10 Feb 17","1.2482"
"09 Feb 17","1.2528"
"08 Feb 17","1.2533"
"07 Feb 17","1.2429"
"06 Feb 17","1.2444"
"03 Feb 17","1.2505"
"02 Feb 17","1.253"
"01 Feb 17","1.2647"
"31 Jan 17","1.2589"
"30 Jan 17","1.2515"
"27 Jan 17","1.2553"
"26 Jan 17","1.2589"
"25 Jan 17","1.2605"
"24 Jan 17","1.2513"
"23 Jan 17","1.2495"
"20 Jan 17","1.2323"
"19 Jan 17","1.2304"
"18 Jan 17","1.2345"
"17 Jan 17","1.2385"
"16 Jan 17","1.2065"
"13 Jan 17","1.2184"
"12 Jan 17","1.2219"
"11 Jan 17","1.2071"
"10 Jan 17","1.2184"
"09 Jan 17","1.2147"
"06 Jan 17","1.2318"
"05 Jan 17","1.2425"
"04 Jan 17","1.2296"
"03 Jan 17","1.224"
"30 Dec 16","1.2303"
"29 Dec 16","1.2226"
"28 Dec 16","1.2227"
"23 Dec 16","1.2256"
"22 Dec 16","1.2298"
"21 Dec 16","1.2376"
"20 Dec 16","1.2353"
"19 Dec 16","1.2392"
"16 Dec 16","1.2434"
"15 Dec 16","1.2409"
"14 Dec 16","1.2701"
"13 Dec 16","1.2684"
"12 Dec 16","1.2669"
"09 Dec 16","1.2564"
"08 Dec 16","1.2555"
"07 Dec 16","1.2609"
"06 Dec 16","1.2712"
"05 Dec 16","1.2707"
"02 Dec 16","1.2658"
"01 Dec 16","1.2622"
"30 Nov 16","1.2497"
"29 Nov 16","1.2507"
"28 Nov 16","1.2412"
"25 Nov 16","1.2453"
"24 Nov 16","1.2464"
"23 Nov 16","1.2399"
"22 Nov 16","1.2422"
"21 Nov 16","1.2474"
"18 Nov 16","1.2312"
"17 Nov 16","1.2437"
"16 Nov 16","1.2423"
"15 Nov 16","1.2384"
"14 Nov 16","1.2453"
"11 Nov 16","1.2579"
"10 Nov 16","1.2486"
"09 Nov 16","1.2444"
"08 Nov 16","1.2407"
"07 Nov 16","1.2393"
"04 Nov 16","1.2545"
"03 Nov 16","1.2455"
"02 Nov 16","1.2315"
"01 Nov 16","1.222"
"31 Oct 16","1.2214"
"28 Oct 16","1.2145"
"27 Oct 16","1.2179"
"26 Oct 16","1.2239"
"25 Oct 16","1.2133"
"24 Oct 16","1.2205"
"21 Oct 16","1.2195"
"20 Oct 16","1.2244"
"19 Oct 16","1.2288"
"18 Oct 16","1.2302"
"17 Oct 16","1.2155"
"14 Oct 16","1.2195"
"13 Oct 16","1.2193"
"12 Oct 16","1.2183"
"11 Oct 16","1.2227"
"10 Oct 16","1.2377"
"07 Oct 16","1.2465"
"06 Oct 16","1.2646"
"05 Oct 16","1.2742"
"04 Oct 16","1.2754"
"03 Oct 16","1.2834"
"30 Sep 16","1.2991"
"29 Sep 16","1.2982"
"28 Sep 16","1.299"
"27 Sep 16","1.2987"
"26 Sep 16","1.2976"
"23 Sep 16","1.296"
"22 Sep 16","1.3094"
"21 Sep 16","1.2958"
"20 Sep 16","1.2949"
"19 Sep 16","1.3061"
"16 Sep 16","1.3079"
"15 Sep 16","1.3192"
"14 Sep 16","1.3176"
"13 Sep 16","1.3181"
"12 Sep 16","1.3303"
"09 Sep 16","1.3259"
"08 Sep 16","1.3316"
"07 Sep 16","1.334"
"06 Sep 16","1.343"
"05 Sep 16","1.3293"
"02 Sep 16","1.3309"
"01 Sep 16","1.3299"
"31 Aug 16","1.3099"
"30 Aug 16","1.3096"
"26 Aug 16","1.32"
"25 Aug 16","1.3189"
"24 Aug 16","1.325"
"23 Aug 16","1.3186"
"22 Aug 16","1.3146"
"19 Aug 16","1.3056"
"18 Aug 16","1.3162"
"17 Aug 16","1.3009"
"16 Aug 16","1.2967"
"15 Aug 16","1.2875"
"12 Aug 16","1.2935"
"11 Aug 16","1.2966"
"10 Aug 16","1.3014"
"09 Aug 16","1.2992"
"08 Aug 16","1.3038"
"05 Aug 16","1.3059"
"04 Aug 16","1.3128"
"03 Aug 16","1.3322"
"02 Aug 16","1.3306"
"01 Aug 16","1.3206"
"29 Jul 16","1.3267"
"28 Jul 16","1.312"
"27 Jul 16","1.3114"
"26 Jul 16","1.3116"
"25 Jul 16","1.3122"
"22 Jul 16","1.3085"
"21 Jul 16","1.3211"
"20 Jul 16","1.3175"
"19 Jul 16","1.3136"
"18 Jul 16","1.3286"
"15 Jul 16","1.3231"
"14 Jul 16","1.3323"
"13 Jul 16","1.3215"
"12 Jul 16","1.3186"
"11 Jul 16","1.2987"
"08 Jul 16","1.296"
"07 Jul 16","1.2932"
"06 Jul 16","1.2885"
"05 Jul 16","1.3048"
"04 Jul 16","1.3287"
"01 Jul 16","1.327"
"30 Jun 16","1.3429"
"29 Jun 16","1.3523"
"28 Jun 16","1.3322"
"27 Jun 16","1.3152"
"24 Jun 16","1.3621"
"23 Jun 16","1.4798"
"22 Jun 16","1.4687"
"21 Jun 16","1.467"
"20 Jun 16","1.4694"
"17 Jun 16","1.4293"
"16 Jun 16","1.4064"
"15 Jun 16","1.4196"
"14 Jun 16","1.4114"
"13 Jun 16","1.4282"
"10 Jun 16","1.4334"
"09 Jun 16","1.4465"
"08 Jun 16","1.4552"
"07 Jun 16","1.456"
"06 Jun 16","1.4464"
"03 Jun 16","1.4517"
"02 Jun 16","1.4447"
"01 Jun 16","1.4414"
"31 May 16","1.4557"
"27 May 16","1.4616"
"26 May 16","1.4682"
"25 May 16","1.4714"
"24 May 16","1.4609"
"23 May 16","1.4461"
"20 May 16","1.4515"
"19 May 16","1.4585"
"18 May 16","1.4617"
"17 May 16","1.4467"
"16 May 16","1.4405"
"13 May 16","1.4351"
"12 May 16","1.4503"
"11 May 16","1.4465"
"10 May 16","1.4462"
"09 May 16","1.4398"
"06 May 16","1.4432"
"05 May 16","1.4497"
"04 May 16","1.4482"
"03 May 16","1.4551"
"29 Apr 16","1.465"
"28 Apr 16","1.4571"
"27 Apr 16","1.4537"
"26 Apr 16","1.4584"
"25 Apr 16","1.45"
"22 Apr 16","1.4409"
"21 Apr 16","1.4338"
"20 Apr 16","1.4401"
"19 Apr 16","1.4402"
"18 Apr 16","1.4274"
"15 Apr 16","1.4178"
"14 Apr 16","1.414"
"13 Apr 16","1.4207"
"12 Apr 16","1.4208"
"11 Apr 16","1.4263"
"08 Apr 16","1.4106"
"07 Apr 16","1.4094"
"06 Apr 16","1.4086"
"05 Apr 16","1.4133"
"04 Apr 16","1.4291"
"01 Apr 16","1.4185"
"31 Mar 16","1.4378"
"30 Mar 16","1.4448"
"29 Mar 16","1.4266"
"24 Mar 16","1.4143"
"23 Mar 16","1.4111"
"22 Mar 16","1.4217"
"21 Mar 16","1.4402"
"18 Mar 16","1.4514"
"17 Mar 16","1.449"
"16 Mar 16","1.4099"
"15 Mar 16","1.4165"
"14 Mar 16","1.4323"
"11 Mar 16","1.4395"
"10 Mar 16","1.4307"
"09 Mar 16","1.4222"
"08 Mar 16","1.4211"
"07 Mar 16","1.4205"
"04 Mar 16","1.4216"
"03 Mar 16","1.4156"
"02 Mar 16","1.4064"
"01 Mar 16","1.3925"
"29 Feb 16","1.3929"
"26 Feb 16","1.3862"
"25 Feb 16","1.3949"
"24 Feb 16","1.3932"
"23 Feb 16","1.4105"
"22 Feb 16","1.4135"
"19 Feb 16","1.4266"
"18 Feb 16","1.4366"
"17 Feb 16","1.4314"
"16 Feb 16","1.4307"
"15 Feb 16","1.4455"
"12 Feb 16","1.4458"
"11 Feb 16","1.4435"
"10 Feb 16","1.446"
"09 Feb 16","1.4484"
"08 Feb 16","1.4368"
"05 Feb 16","1.4482"
"04 Feb 16","1.4578"
"03 Feb 16","1.4592"
"02 Feb 16","1.4376"
"01 Feb 16","1.4366"
"29 Jan 16","1.4187"
"28 Jan 16","1.4388"
"27 Jan 16","1.4258"
"26 Jan 16","1.4325"
"25 Jan 16","1.4267"
"22 Jan 16","1.4331"
"21 Jan 16","1.4135"
"20 Jan 16","1.4186"
"19 Jan 16","1.4144"
"18 Jan 16","1.427"
"15 Jan 16","1.4307"
"14 Jan 16","1.4393"
"13 Jan 16","1.4441"
"12 Jan 16","1.4366"
"11 Jan 16","1.4531"
"08 Jan 16","1.454"
"07 Jan 16","1.4566"
"06 Jan 16","1.4607"
"05 Jan 16","1.4647"
"04 Jan 16","1.4689"
"31 Dec 15","1.4819"
"30 Dec 15","1.4833"
"29 Dec 15","1.4795"
"24 Dec 15","1.4921"
"23 Dec 15","1.4868"
"22 Dec 15","1.4825"
"21 Dec 15","1.4886"
"18 Dec 15","1.4893"
"17 Dec 15","1.4882"
"16 Dec 15","1.5005"
"15 Dec 15","1.5048"
"14 Dec 15","1.5116"
"11 Dec 15","1.5211"
"10 Dec 15","1.5163"
"09 Dec 15","1.5182"
"08 Dec 15","1.4984"
"07 Dec 15","1.5071"
"04 Dec 15","1.5101"
"03 Dec 15","1.5036"
"02 Dec 15","1.4942"
"01 Dec 15","1.5054"
"30 Nov 15","1.5053"
"27 Nov 15","1.5053"
"26 Nov 15","1.5126"
"25 Nov 15","1.5068"
"24 Nov 15","1.5069"
"23 Nov 15","1.5131"
"20 Nov 15","1.5217"
"19 Nov 15","1.5295"
"18 Nov 15","1.5211"
"17 Nov 15","1.5217"
"16 Nov 15","1.5198"
"13 Nov 15","1.5196"
"12 Nov 15","1.5194"
"11 Nov 15","1.5201"
"10 Nov 15","1.511"
"09 Nov 15","1.5108"
"06 Nov 15","1.5077"
"05 Nov 15","1.525"
"04 Nov 15","1.5384"
"03 Nov 15","1.5399"
"02 Nov 15","1.5428"
"30 Oct 15","1.5443"
"29 Oct 15","1.5294"
"28 Oct 15","1.532"
"27 Oct 15","1.5312"
"26 Oct 15","1.5361"
"23 Oct 15","1.5352"
"22 Oct 15","1.5411"
"21 Oct 15","1.5459"
"20 Oct 15","1.546"
"19 Oct 15","1.548"
"16 Oct 15","1.5446"
"15 Oct 15","1.5459"
"14 Oct 15","1.5436"
"13 Oct 15","1.5224"
"12 Oct 15","1.5343"
"09 Oct 15","1.5308"
"08 Oct 15","1.5295"
"07 Oct 15","1.5313"
"06 Oct 15","1.5212"
"05 Oct 15","1.5179"
"02 Oct 15","1.52"
"01 Oct 15","1.5155"
"30 Sep 15","1.5147"
"29 Sep 15","1.5138"
"28 Sep 15","1.5175"
"25 Sep 15","1.5174"
"24 Sep 15","1.5284"
"23 Sep 15","1.5225"
"22 Sep 15","1.5344"
"21 Sep 15","1.5484"
"18 Sep 15","1.5585"
"17 Sep 15","1.552"
"16 Sep 15","1.5516"
"15 Sep 15","1.5357"
"14 Sep 15","1.5383"
"11 Sep 15","1.5402"
"10 Sep 15","1.5429"
"09 Sep 15","1.5368"
"08 Sep 15","1.5359"
"07 Sep 15","1.5267"
"04 Sep 15","1.5174"
"03 Sep 15","1.5228"
"02 Sep 15","1.5293"
"01 Sep 15","1.5325"
"28 Aug 15","1.5354"
"27 Aug 15","1.5373"
"26 Aug 15","1.5541"
"25 Aug 15","1.5697"
"24 Aug 15","1.5738"
"21 Aug 15","1.567"
"20 Aug 15","1.5663"
"19 Aug 15","1.5641"
"18 Aug 15","1.5653"
"17 Aug 15","1.5599"
"14 Aug 15","1.5607"
"13 Aug 15","1.5584"
"12 Aug 15","1.5638"
"11 Aug 15","1.5569"
"10 Aug 15","1.5544"
"07 Aug 15","1.5471"
"06 Aug 15","1.5503"
"05 Aug 15","1.5606"
"04 Aug 15","1.5598"
"03 Aug 15","1.5619"
"31 Jul 15","1.5606"
"30 Jul 15","1.5609"
"29 Jul 15","1.565"
"28 Jul 15","1.558"
"27 Jul 15","1.5578"
"24 Jul 15","1.5505"
"23 Jul 15","1.5528"
"22 Jul 15","1.5631"
"21 Jul 15","1.5561"
"20 Jul 15","1.5592"
"17 Jul 15","1.5633"
"16 Jul 15","1.5592"
"15 Jul 15","1.5616"
"14 Jul 15","1.557"
"13 Jul 15","1.5526"
"10 Jul 15","1.5508"
"09 Jul 15","1.5387"
"08 Jul 15","1.5353"
"07 Jul 15","1.5419"
"06 Jul 15","1.5602"
"03 Jul 15","1.5605"
"02 Jul 15","1.5605"
"01 Jul 15","1.5633"
"30 Jun 15","1.5729"
"29 Jun 15","1.5744"
"26 Jun 15","1.5729"
"25 Jun 15","1.5724"
"24 Jun 15","1.572"
"23 Jun 15","1.5729"
"22 Jun 15","1.5819"
"19 Jun 15","1.5884"
"18 Jun 15","1.5881"
"17 Jun 15","1.571"
"16 Jun 15","1.5627"
"15 Jun 15","1.5542"
"12 Jun 15","1.5568"
"11 Jun 15","1.5493"
"10 Jun 15","1.5541"
"09 Jun 15","1.5317"
"08 Jun 15","1.5274"
"05 Jun 15","1.5241"
"04 Jun 15","1.5365"
"03 Jun 15","1.5331"
"02 Jun 15","1.5329"
"01 Jun 15","1.5207"
"29 May 15","1.5261"
"28 May 15","1.5292"
"27 May 15","1.5332"
"26 May 15","1.5384"
"22 May 15","1.5501"
"21 May 15","1.5666"
"20 May 15","1.5556"
"19 May 15","1.5507"
"18 May 15","1.5682"
"15 May 15","1.5789"
"14 May 15","1.5759"
"13 May 15","1.5729"
"12 May 15","1.5663"
"11 May 15","1.5562"
"08 May 15","1.5422"
"07 May 15","1.52"
"06 May 15","1.5248"
"05 May 15","1.5193"
"01 May 15","1.5177"
"30 Apr 15","1.5368"
"29 Apr 15","1.5454"
"28 Apr 15","1.5324"
"27 Apr 15","1.5211"
"24 Apr 15","1.5165"
"23 Apr 15","1.5054"
"22 Apr 15","1.5036"
"21 Apr 15","1.4933"
"20 Apr 15","1.4915"
"17 Apr 15","1.4961"
"16 Apr 15","1.4899"
"15 Apr 15","1.4766"
"14 Apr 15","1.479"
"13 Apr 15","1.4642"
"10 Apr 15","1.4651"
"09 Apr 15","1.4737"
"08 Apr 15","1.4924"
"07 Apr 15","1.4868"
"02 Apr 15","1.4828"
"01 Apr 15","1.4816"
"31 Mar 15","1.4847"
"30 Mar 15","1.4806"
"27 Mar 15","1.4878"
"26 Mar 15","1.4843"
"25 Mar 15","1.4915"
"24 Mar 15","1.4868"
"23 Mar 15","1.4936"
"20 Mar 15","1.4922"
"19 Mar 15","1.4727"
"18 Mar 15","1.4686"
"17 Mar 15","1.4743"
"16 Mar 15","1.48"
"13 Mar 15","1.4755"
"12 Mar 15","1.4905"
"11 Mar 15","1.4945"
"10 Mar 15","1.5085"
"09 Mar 15","1.5096"
"06 Mar 15","1.5061"
"05 Mar 15","1.5237"
"04 Mar 15","1.5269"
"03 Mar 15","1.5372"
"02 Mar 15","1.5362"
"27 Feb 15","1.5451"
"26 Feb 15","1.541"
"25 Feb 15","1.5488"
"24 Feb 15","1.5459"
"23 Feb 15","1.5449"
"20 Feb 15","1.5374"
"19 Feb 15","1.5439"
"18 Feb 15","1.5447"
"17 Feb 15","1.5336"
"16 Feb 15","1.5379"
"13 Feb 15","1.5393"
"12 Feb 15","1.5363"
"11 Feb 15","1.5266"
"10 Feb 15","1.526"
"09 Feb 15","1.524"
"06 Feb 15","1.5269"
"05 Feb 15","1.5286"
"04 Feb 15","1.5215"
"03 Feb 15","1.5114"
"02 Feb 15","1.5035"
"30 Jan 15","1.5018"
"29 Jan 15","1.5077"
"28 Jan 15","1.5179"
"27 Jan 15","1.5205"
"26 Jan 15","1.5051"
"23 Jan 15","1.5026"
"22 Jan 15","1.5086"
"21 Jan 15","1.5116"
"20 Jan 15","1.5195"
"19 Jan 15","1.5158"
"16 Jan 15","1.5113"
"15 Jan 15","1.5168"
"14 Jan 15","1.5213"
"13 Jan 15","1.5176"
"12 Jan 15","1.5137"
"09 Jan 15","1.5148"
"08 Jan 15","1.5082"
"07 Jan 15","1.5063"
"06 Jan 15","1.517"
"05 Jan 15","1.524"
"02 Jan 15","1.5388"
"31 Dec 14","1.5608"
"30 Dec 14","1.556"
"29 Dec 14","1.5529"
"24 Dec 14","1.5543"
"23 Dec 14","1.5522"
"22 Dec 14","1.5629"
"19 Dec 14","1.5638"
"18 Dec 14","1.5634"
"17 Dec 14","1.5643"
"16 Dec 14","1.5729"
"15 Dec 14","1.5614"
"12 Dec 14","1.57"
"11 Dec 14","1.5698"
"10 Dec 14","1.5694"
"09 Dec 14","1.5691"
"08 Dec 14","1.562"
"05 Dec 14","1.5592"
"04 Dec 14","1.57"
"03 Dec 14","1.5713"
"02 Dec 14","1.5652"
"01 Dec 14","1.5722"
"28 Nov 14","1.5663"
"27 Nov 14","1.5723"
"26 Nov 14","1.5793"
"25 Nov 14","1.5726"
"24 Nov 14","1.5698"
"21 Nov 14","1.5678"
"20 Nov 14","1.5703"
"19 Nov 14","1.5667"
"18 Nov 14","1.5645"
"17 Nov 14","1.5649"
"14 Nov 14","1.5646"
"13 Nov 14","1.5735"
"12 Nov 14","1.583"
"11 Nov 14","1.5873"
"10 Nov 14","1.5871"
"07 Nov 14","1.5844"
"06 Nov 14","1.5903"
"05 Nov 14","1.5976"
"04 Nov 14","1.6008"
"03 Nov 14","1.5978"
"31 Oct 14","1.5999"
"30 Oct 14","1.6023"
"29 Oct 14","1.6149"
"28 Oct 14","1.6156"
"27 Oct 14","1.6133"
"24 Oct 14","1.6083"
"23 Oct 14","1.6032"
"22 Oct 14","1.6051"
"21 Oct 14","1.6132"
"20 Oct 14","1.6131"
"17 Oct 14","1.6096"
"16 Oct 14","1.602"
"15 Oct 14","1.5942"
"14 Oct 14","1.5918"
"13 Oct 14","1.6057"
"10 Oct 14","1.603"
"09 Oct 14","1.6163"
"08 Oct 14","1.6076"
"07 Oct 14","1.6084"
"06 Oct 14","1.6007"
"03 Oct 14","1.5962"
"02 Oct 14","1.6118"
"01 Oct 14","1.6203"
"30 Sep 14","1.6212"
"29 Sep 14","1.6242"
"26 Sep 14","1.6244"
"25 Sep 14","1.6325"
"24 Sep 14","1.6347"
"23 Sep 14","1.636"
"22 Sep 14","1.6327"
"19 Sep 14","1.6312"
"18 Sep 14","1.6389"
"17 Sep 14","1.6324"
"16 Sep 14","1.6218"
"15 Sep 14","1.6234"
"12 Sep 14","1.6228"
"11 Sep 14","1.6234"
"10 Sep 14","1.6146"
"09 Sep 14","1.6106"
"08 Sep 14","1.6161"
"05 Sep 14","1.6321"
"04 Sep 14","1.6398"
"03 Sep 14","1.6452"
"02 Sep 14","1.6507"
"01 Sep 14","1.6615"
"29 Aug 14","1.6608"
"28 Aug 14","1.6582"
"27 Aug 14","1.6584"
"26 Aug 14","1.6577"
"22 Aug 14","1.657"
"21 Aug 14","1.6597"
"20 Aug 14","1.6646"
"19 Aug 14","1.6618"
"18 Aug 14","1.6723"
"15 Aug 14","1.6685"
"14 Aug 14","1.6686"
"13 Aug 14","1.6694"
"12 Aug 14","1.6806"
"11 Aug 14","1.679"
"08 Aug 14","1.6797"
"07 Aug 14","1.6843"
"06 Aug 14","1.6833"
"05 Aug 14","1.6871"
"04 Aug 14","1.684"
"01 Aug 14","1.6839"
"31 Jul 14","1.6883"
"30 Jul 14","1.6903"
"29 Jul 14","1.6946"
"28 Jul 14","1.7"
"25 Jul 14","1.6975"
"24 Jul 14","1.6974"
"23 Jul 14","1.7041"
"22 Jul 14","1.7058"
"21 Jul 14","1.7065"
"18 Jul 14","1.7067"
"17 Jul 14","1.7094"
"16 Jul 14","1.7142"
"15 Jul 14","1.7143"
"14 Jul 14","1.7089"
"11 Jul 14","1.7102"
"10 Jul 14","1.7111"
"09 Jul 14","1.7138"
"08 Jul 14","1.712"
"07 Jul 14","1.7129"
"04 Jul 14","1.7148"
"03 Jul 14","1.7143"
"02 Jul 14","1.7169"
"01 Jul 14","1.7138"
"30 Jun 14","1.7097"
"27 Jun 14","1.7016"
"26 Jun 14","1.7007"
"25 Jun 14","1.6981"
"24 Jun 14","1.6971"
"23 Jun 14","1.7008"
"20 Jun 14","1.7018"
"19 Jun 14","1.7055"
"18 Jun 14","1.6939"
"17 Jun 14","1.6969"
"16 Jun 14","1.6986"
"13 Jun 14","1.6961"
"12 Jun 14","1.6842"
"11 Jun 14","1.6788"
"10 Jun 14","1.6761"
"09 Jun 14","1.6794"
"06 Jun 14","1.679"
"05 Jun 14","1.6792"
"04 Jun 14","1.6754"
"03 Jun 14","1.6738"
"02 Jun 14","1.6757"
"30 May 14","1.6774"
"29 May 14","1.6716"
"28 May 14","1.6706"
"27 May 14","1.6803"
"23 May 14","1.6842"
"22 May 14","1.6859"
"21 May 14","1.6878"
"20 May 14","1.6847"
"19 May 14","1.6827"
"16 May 14","1.6829"
"15 May 14","1.6795"
"14 May 14","1.6777"
"13 May 14","1.6838"
"12 May 14","1.6872"
"09 May 14","1.6841"
"08 May 14","1.6953"
"07 May 14","1.6965"
"06 May 14","1.6992"
"02 May 14","1.6872"
"01 May 14","1.6895"
"30 Apr 14","1.6885"
"29 Apr 14","1.6843"
"28 Apr 14","1.6807"
"25 Apr 14","1.6811"
"24 Apr 14","1.68"
"23 Apr 14","1.6779"
"22 Apr 14","1.6823"
"17 Apr 14","1.6808"
"16 Apr 14","1.6791"
"15 Apr 14","1.673"
"14 Apr 14","1.6735"
"11 Apr 14","1.6721"
"10 Apr 14","1.6775"
"09 Apr 14","1.6748"
"08 Apr 14","1.6749"
"07 Apr 14","1.6611"
"04 Apr 14","1.659"
"03 Apr 14","1.6586"
"02 Apr 14","1.6635"
"01 Apr 14","1.6636"
"31 Mar 14","1.6673"
"28 Mar 14","1.6636"
"27 Mar 14","1.6611"
"26 Mar 14","1.6565"
"25 Mar 14","1.6506"
"24 Mar 14","1.6489"
"21 Mar 14","1.6494"
"20 Mar 14","1.651"
"19 Mar 14","1.6628"
"18 Mar 14","1.6574"
"17 Mar 14","1.6644"
"14 Mar 14","1.6629"
"13 Mar 14","1.6677"
"12 Mar 14","1.6606"
"11 Mar 14","1.6628"
"10 Mar 14","1.6633"
"07 Mar 14","1.6722"
"06 Mar 14","1.6718"
"05 Mar 14","1.673"
"04 Mar 14","1.6673"
"03 Mar 14","1.6717"
"28 Feb 14","1.6758"
"27 Feb 14","1.6671"
"26 Feb 14","1.6641"
"25 Feb 14","1.6682"
"24 Feb 14","1.6631"
"21 Feb 14","1.6686"
"20 Feb 14","1.6658"
"19 Feb 14","1.6714"
"18 Feb 14","1.6698"
"17 Feb 14","1.6711"
"14 Feb 14","1.6733"
"13 Feb 14","1.6636"
"12 Feb 14","1.6585"
"11 Feb 14","1.6484"
"10 Feb 14","1.6398"
"07 Feb 14","1.6394"
"06 Feb 14","1.6325"
"05 Feb 14","1.6306"
"04 Feb 14","1.6296"
"03 Feb 14","1.6332"
"31 Jan 14","1.6435"
"30 Jan 14","1.6498"
"29 Jan 14","1.6551"
"28 Jan 14","1.6585"
"27 Jan 14","1.6574"
"24 Jan 14","1.6502"
"23 Jan 14","1.6631"
"22 Jan 14","1.6582"
"21 Jan 14","1.6464"
"20 Jan 14","1.6421"
"17 Jan 14","1.6445"
"16 Jan 14","1.6345"
"15 Jan 14","1.635"
"14 Jan 14","1.646"
"13 Jan 14","1.6383"
"10 Jan 14","1.6485"
"09 Jan 14","1.6463"
"08 Jan 14","1.647"
"07 Jan 14","1.6398"
"06 Jan 14","1.6411"
"03 Jan 14","1.6444"
"02 Jan 14","1.6437"
"31 Dec 13","1.6528"
"30 Dec 13","1.6525"
"27 Dec 13","1.6494"
"24 Dec 13","1.636"
"23 Dec 13","1.6357"
"20 Dec 13","1.6356"
"19 Dec 13","1.6365"
"18 Dec 13","1.6392"
"17 Dec 13","1.6242"
"16 Dec 13","1.6299"
"13 Dec 13","1.6276"
"12 Dec 13","1.6325"
"11 Dec 13","1.6369"
"10 Dec 13","1.6427"
"09 Dec 13","1.6387"
"06 Dec 13","1.6354"
"05 Dec 13","1.6321"
"04 Dec 13","1.6344"
"03 Dec 13","1.6414"
"02 Dec 13","1.6368"
"29 Nov 13","1.6383"
"28 Nov 13","1.6347"
"27 Nov 13","1.6277"
"26 Nov 13","1.6181"
"25 Nov 13","1.6154"
"22 Nov 13","1.6186"
"21 Nov 13","1.6149"
"20 Nov 13","1.6173"
"19 Nov 13","1.6103"
"18 Nov 13","1.6113"
"15 Nov 13","1.6092"
"14 Nov 13","1.6092"
"13 Nov 13","1.5988"
"12 Nov 13","1.5927"
"11 Nov 13","1.5973"
"08 Nov 13","1.5995"
"07 Nov 13","1.6047"
"06 Nov 13","1.608"
"05 Nov 13","1.6044"
"04 Nov 13","1.5952"
"01 Nov 13","1.5922"
"31 Oct 13","1.6067"
"30 Oct 13","1.6077"
"29 Oct 13","1.6058"
"28 Oct 13","1.6131"
"25 Oct 13","1.6167"
"24 Oct 13","1.6167"
"23 Oct 13","1.6168"
"22 Oct 13","1.6213"
"21 Oct 13","1.6159"
"18 Oct 13","1.6188"
"17 Oct 13","1.6148"
"16 Oct 13","1.593"
"15 Oct 13","1.5968"
"14 Oct 13","1.6016"
"11 Oct 13","1.5946"
"10 Oct 13","1.5954"
"09 Oct 13","1.5931"
"08 Oct 13","1.6107"
"07 Oct 13","1.608"
