Date,Number of Bicycle Hires
20/01/2022,27210
21/01/2022,25198
22/01/2022,27996
23/01/2022,23731
24/01/2022,25096
25/01/2022,27184
26/01/2022,29065
27/01/2022,29718
28/01/2022,28182
29/01/2022,32087
30/01/2022,27463
31/01/2022,26806
01/02/2022,32363
02/02/2022,32969
03/02/2022,32512
04/02/2022,24238
05/02/2022,29154
06/02/2022,20944
07/02/2022,28232
08/02/2022,32312
09/02/2022,32442
10/02/2022,32572
11/02/2022,29656
12/02/2022,28800
13/02/2022,13356
14/02/2022,23905
15/02/2022,22197
16/02/2022,26022
17/02/2022,29716
18/02/2022,14463
19/02/2022,16910
20/02/2022,15463
21/02/2022,22928
22/02/2022,30015
23/02/2022,32242
24/02/2022,25250
25/02/2022,31200
26/02/2022,33903
27/02/2022,29669
28/02/2022,26465
01/03/2022,37727
02/03/2022,28298
03/03/2022,56568
04/03/2022,31037
05/03/2022,24237
06/03/2022,24643
07/03/2022,28204
08/03/2022,34238
09/03/2022,34605
10/03/2022,37116
11/03/2022,25296
12/03/2022,34755
13/03/2022,22968
14/03/2022,31111
15/03/2022,36871
16/03/2022,23711
17/03/2022,37252
18/03/2022,37580
19/03/2022,39384
20/03/2022,31699
21/03/2022,33921
22/03/2022,39661
23/03/2022,41285
24/03/2022,40524
25/03/2022,40417
26/03/2022,50812
27/03/2022,28895
28/03/2022,32681
29/03/2022,32672
30/03/2022,31208
31/03/2022,27344
01/04/2022,25630
02/04/2022,26519
03/04/2022,26097
04/04/2022,21227
05/04/2022,32023
06/04/2022,25320
07/04/2022,29307
08/04/2022,29004
09/04/2022,33572
10/04/2022,32452
11/04/2022,33418
12/04/2022,35445
13/04/2022,37019
14/04/2022,38585
15/04/2022,43950
16/04/2022,42937
17/04/2022,37323
18/04/2022,35819
19/04/2022,33604
20/04/2022,41306
21/04/2022,41027
22/04/2022,34123
23/04/2022,37631
24/04/2022,38848
25/04/2022,32014
26/04/2022,38368
27/04/2022,35965
28/04/2022,37081
29/04/2022,32419
30/04/2022,43044
01/05/2022,29733
02/05/2022,36352
03/05/2022,37726
04/05/2022,34515
05/05/2022,42487
06/05/2022,41786
07/05/2022,41649
08/05/2022,44350
09/05/2022,37872
10/05/2022,39427
11/05/2022,31653
12/05/2022,41005
13/05/2022,41129
14/05/2022,53934
15/05/2022,22919
16/05/2022,36720
17/05/2022,45649
18/05/2022,44260
19/05/2022,43893
20/05/2022,31278
21/05/2022,46251
22/05/2022,45820
23/05/2022,34988
24/05/2022,33213
25/05/2022,37459
26/05/2022,40496
27/05/2022,44130
28/05/2022,42005
29/05/2022,38395
30/05/2022,30051
31/05/2022,29909
01/06/2022,38084
02/06/2022,45274
03/06/2022,40537
04/06/2022,34753
05/06/2022,23374
06/06/2022,43421
07/06/2022,41638
08/06/2022,41063
09/06/2022,40021
10/06/2022,41227
11/06/2022,45929
12/06/2022,40639
13/06/2022,40873
14/06/2022,46430
15/06/2022,47586
16/06/2022,47834
17/06/2022,49247
18/06/2022,35305
19/06/2022,32066
20/06/2022,43063
21/06/2022,65326
22/06/2022,54360
23/06/2022,43705
24/06/2022,43120
25/06/2022,47485
26/06/2022,42649
27/06/2022,37252
28/06/2022,44806
29/06/2022,41593
30/06/2022,41520
01/07/2022,41276
02/07/2022,42316
03/07/2022,38719
04/07/2022,42140
05/07/2022,44717
06/07/2022,45401
07/07/2022,46050
08/07/2022,44741
09/07/2022,47058
10/07/2022,44154
11/07/2022,42739
12/07/2022,45037
13/07/2022,46715
14/07/2022,46293
15/07/2022,45023
16/07/2022,48260
17/07/2022,40796
18/07/2022,38798
19/07/2022,36895
20/07/2022,42070
21/07/2022,41430
22/07/2022,39453
23/07/2022,43414
24/07/2022,40175
25/07/2022,38114
26/07/2022,41296
27/07/2022,39282
28/07/2022,43096
29/07/2022,41584
30/07/2022,42718
31/07/2022,36041
01/08/2022,39471
02/08/2022,43885
03/08/2022,43731
04/08/2022,43239
05/08/2022,41383
06/08/2022,43546
07/08/2022,40347
08/08/2022,41602
09/08/2022,44418
10/08/2022,44518
11/08/2022,43132
12/08/2022,40118
13/08/2022,42116
14/08/2022,38252
15/08/2022,37735
16/08/2022,36390
17/08/2022,32093
18/08/2022,41050
19/08/2022,66972
20/08/2022,48010
21/08/2022,39807
22/08/2022,38066
23/08/2022,41519
24/08/2022,42948
25/08/2022,24736
26/08/2022,36636
27/08/2022,37025
28/08/2022,35994
29/08/2022,34262
30/08/2022,36911
31/08/2022,40020
01/09/2022,37781
02/09/2022,36072
03/09/2022,37957
04/09/2022,33863
05/09/2022,35571
06/09/2022,34323
07/09/2022,36468
08/09/2022,27763
09/09/2022,30285
10/09/2022,0
11/09/2022,0
12/09/2022,22560
13/09/2022,22967
14/09/2022,30459
15/09/2022,29192
16/09/2022,26532
17/09/2022,24819
18/09/2022,22844
19/09/2022,23197
20/09/2022,29688
21/09/2022,31156
22/09/2022,31360
23/09/2022,24856
24/09/2022,25246
25/09/2022,21402
26/09/2022,22458
27/09/2022,25701
28/09/2022,29470
29/09/2022,28322
30/09/2022,18638
01/10/2022,26895
02/10/2022,22417
03/10/2022,28739
04/10/2022,31355
05/10/2022,27420
06/10/2022,32978
07/10/2022,28071
08/10/2022,30983
09/10/2022,25691
10/10/2022,26070
11/10/2022,33076
12/10/2022,28307
13/10/2022,31433
14/10/2022,28015
15/10/2022,26042
16/10/2022,22793
17/10/2022,27900
18/10/2022,32208
19/10/2022,31765
20/10/2022,25295
21/10/2022,25143
22/10/2022,27676
23/10/2022,14625
24/10/2022,26888
25/10/2022,31397
26/10/2022,32015
27/10/2022,31983
28/10/2022,30083
29/10/2022,29650
30/10/2022,20989
31/10/2022,26467
