DateKey,Date,MonthKey,Month,Quarter,Year,WeekDayKey,WeekDay,Day Of Month,Year-Quarter,YearMonth,YearMonthKey
20120929,29-Sep-2012,9,Sep,Q3,2012,7,Sat,29,2012-Q3,2012-Sep,201209
20120930,30-Sep-2012,9,Sep,Q3,2012,1,Sun,30,2012-Q3,2012-Sep,201209
20121001,01-Oct-2012,10,Oct,Q4,2012,2,Mon,1,2012-Q4,2012-Oct,201210
20121002,02-Oct-2012,10,Oct,Q4,2012,3,Tue,2,2012-Q4,2012-Oct,201210
20121003,03-Oct-2012,10,Oct,Q4,2012,4,Wed,3,2012-Q4,2012-Oct,201210
20121004,04-Oct-2012,10,Oct,Q4,2012,5,Thu,4,2012-Q4,2012-Oct,201210
20121005,05-Oct-2012,10,Oct,Q4,2012,6,Fri,5,2012-Q4,2012-Oct,201210
20121006,06-Oct-2012,10,Oct,Q4,2012,7,Sat,6,2012-Q4,2012-Oct,201210
20121007,07-Oct-2012,10,Oct,Q4,2012,1,Sun,7,2012-Q4,2012-Oct,201210
20121008,08-Oct-2012,10,Oct,Q4,2012,2,Mon,8,2012-Q4,2012-Oct,201210
20121009,09-Oct-2012,10,Oct,Q4,2012,3,Tue,9,2012-Q4,2012-Oct,201210
20121010,10-Oct-2012,10,Oct,Q4,2012,4,Wed,10,2012-Q4,2012-Oct,201210
20121011,11-Oct-2012,10,Oct,Q4,2012,5,Thu,11,2012-Q4,2012-Oct,201210
20121012,12-Oct-2012,10,Oct,Q4,2012,6,Fri,12,2012-Q4,2012-Oct,201210
20121013,13-Oct-2012,10,Oct,Q4,2012,7,Sat,13,2012-Q4,2012-Oct,201210
20121014,14-Oct-2012,10,Oct,Q4,2012,1,Sun,14,2012-Q4,2012-Oct,201210
20121015,15-Oct-2012,10,Oct,Q4,2012,2,Mon,15,2012-Q4,2012-Oct,201210
20121016,16-Oct-2012,10,Oct,Q4,2012,3,Tue,16,2012-Q4,2012-Oct,201210
20121017,17-Oct-2012,10,Oct,Q4,2012,4,Wed,17,2012-Q4,2012-Oct,201210
20121018,18-Oct-2012,10,Oct,Q4,2012,5,Thu,18,2012-Q4,2012-Oct,201210
20121019,19-Oct-2012,10,Oct,Q4,2012,6,Fri,19,2012-Q4,2012-Oct,201210
20121020,20-Oct-2012,10,Oct,Q4,2012,7,Sat,20,2012-Q4,2012-Oct,201210
20121021,21-Oct-2012,10,Oct,Q4,2012,1,Sun,21,2012-Q4,2012-Oct,201210
20121022,22-Oct-2012,10,Oct,Q4,2012,2,Mon,22,2012-Q4,2012-Oct,201210
20121023,23-Oct-2012,10,Oct,Q4,2012,3,Tue,23,2012-Q4,2012-Oct,201210
20121024,24-Oct-2012,10,Oct,Q4,2012,4,Wed,24,2012-Q4,2012-Oct,201210
20121025,25-Oct-2012,10,Oct,Q4,2012,5,Thu,25,2012-Q4,2012-Oct,201210
20121026,26-Oct-2012,10,Oct,Q4,2012,6,Fri,26,2012-Q4,2012-Oct,201210
20121027,27-Oct-2012,10,Oct,Q4,2012,7,Sat,27,2012-Q4,2012-Oct,201210
20121028,28-Oct-2012,10,Oct,Q4,2012,1,Sun,28,2012-Q4,2012-Oct,201210
20121029,29-Oct-2012,10,Oct,Q4,2012,2,Mon,29,2012-Q4,2012-Oct,201210
20121030,30-Oct-2012,10,Oct,Q4,2012,3,Tue,30,2012-Q4,2012-Oct,201210
20121031,31-Oct-2012,10,Oct,Q4,2012,4,Wed,31,2012-Q4,2012-Oct,201210
20121101,01-Nov-2012,11,Nov,Q4,2012,5,Thu,1,2012-Q4,2012-Nov,201211
20121102,02-Nov-2012,11,Nov,Q4,2012,6,Fri,2,2012-Q4,2012-Nov,201211
20121103,03-Nov-2012,11,Nov,Q4,2012,7,Sat,3,2012-Q4,2012-Nov,201211
20121104,04-Nov-2012,11,Nov,Q4,2012,1,Sun,4,2012-Q4,2012-Nov,201211
20121105,05-Nov-2012,11,Nov,Q4,2012,2,Mon,5,2012-Q4,2012-Nov,201211
20121106,06-Nov-2012,11,Nov,Q4,2012,3,Tue,6,2012-Q4,2012-Nov,201211
20121107,07-Nov-2012,11,Nov,Q4,2012,4,Wed,7,2012-Q4,2012-Nov,201211
20121108,08-Nov-2012,11,Nov,Q4,2012,5,Thu,8,2012-Q4,2012-Nov,201211
20121109,09-Nov-2012,11,Nov,Q4,2012,6,Fri,9,2012-Q4,2012-Nov,201211
20121110,10-Nov-2012,11,Nov,Q4,2012,7,Sat,10,2012-Q4,2012-Nov,201211
20121111,11-Nov-2012,11,Nov,Q4,2012,1,Sun,11,2012-Q4,2012-Nov,201211
20121112,12-Nov-2012,11,Nov,Q4,2012,2,Mon,12,2012-Q4,2012-Nov,201211
20121113,13-Nov-2012,11,Nov,Q4,2012,3,Tue,13,2012-Q4,2012-Nov,201211
20121114,14-Nov-2012,11,Nov,Q4,2012,4,Wed,14,2012-Q4,2012-Nov,201211
20121115,15-Nov-2012,11,Nov,Q4,2012,5,Thu,15,2012-Q4,2012-Nov,201211
20121116,16-Nov-2012,11,Nov,Q4,2012,6,Fri,16,2012-Q4,2012-Nov,201211
20121117,17-Nov-2012,11,Nov,Q4,2012,7,Sat,17,2012-Q4,2012-Nov,201211
20121118,18-Nov-2012,11,Nov,Q4,2012,1,Sun,18,2012-Q4,2012-Nov,201211
20121119,19-Nov-2012,11,Nov,Q4,2012,2,Mon,19,2012-Q4,2012-Nov,201211
20121120,20-Nov-2012,11,Nov,Q4,2012,3,Tue,20,2012-Q4,2012-Nov,201211
20121121,21-Nov-2012,11,Nov,Q4,2012,4,Wed,21,2012-Q4,2012-Nov,201211
20121122,22-Nov-2012,11,Nov,Q4,2012,5,Thu,22,2012-Q4,2012-Nov,201211
20121123,23-Nov-2012,11,Nov,Q4,2012,6,Fri,23,2012-Q4,2012-Nov,201211
20121124,24-Nov-2012,11,Nov,Q4,2012,7,Sat,24,2012-Q4,2012-Nov,201211
20121125,25-Nov-2012,11,Nov,Q4,2012,1,Sun,25,2012-Q4,2012-Nov,201211
20121126,26-Nov-2012,11,Nov,Q4,2012,2,Mon,26,2012-Q4,2012-Nov,201211
20121127,27-Nov-2012,11,Nov,Q4,2012,3,Tue,27,2012-Q4,2012-Nov,201211
20121128,28-Nov-2012,11,Nov,Q4,2012,4,Wed,28,2012-Q4,2012-Nov,201211
20121129,29-Nov-2012,11,Nov,Q4,2012,5,Thu,29,2012-Q4,2012-Nov,201211
20121130,30-Nov-2012,11,Nov,Q4,2012,6,Fri,30,2012-Q4,2012-Nov,201211
20121201,01-Dec-2012,12,Dec,Q4,2012,7,Sat,1,2012-Q4,2012-Dec,201212
20121202,02-Dec-2012,12,Dec,Q4,2012,1,Sun,2,2012-Q4,2012-Dec,201212
20121203,03-Dec-2012,12,Dec,Q4,2012,2,Mon,3,2012-Q4,2012-Dec,201212
20121204,04-Dec-2012,12,Dec,Q4,2012,3,Tue,4,2012-Q4,2012-Dec,201212
20121205,05-Dec-2012,12,Dec,Q4,2012,4,Wed,5,2012-Q4,2012-Dec,201212
20121206,06-Dec-2012,12,Dec,Q4,2012,5,Thu,6,2012-Q4,2012-Dec,201212
20121207,07-Dec-2012,12,Dec,Q4,2012,6,Fri,7,2012-Q4,2012-Dec,201212
20121208,08-Dec-2012,12,Dec,Q4,2012,7,Sat,8,2012-Q4,2012-Dec,201212
20121209,09-Dec-2012,12,Dec,Q4,2012,1,Sun,9,2012-Q4,2012-Dec,201212
20121210,10-Dec-2012,12,Dec,Q4,2012,2,Mon,10,2012-Q4,2012-Dec,201212
20121211,11-Dec-2012,12,Dec,Q4,2012,3,Tue,11,2012-Q4,2012-Dec,201212
20121212,12-Dec-2012,12,Dec,Q4,2012,4,Wed,12,2012-Q4,2012-Dec,201212
20121213,13-Dec-2012,12,Dec,Q4,2012,5,Thu,13,2012-Q4,2012-Dec,201212
20121214,14-Dec-2012,12,Dec,Q4,2012,6,Fri,14,2012-Q4,2012-Dec,201212
20121215,15-Dec-2012,12,Dec,Q4,2012,7,Sat,15,2012-Q4,2012-Dec,201212
20121216,16-Dec-2012,12,Dec,Q4,2012,1,Sun,16,2012-Q4,2012-Dec,201212
20121217,17-Dec-2012,12,Dec,Q4,2012,2,Mon,17,2012-Q4,2012-Dec,201212
20121218,18-Dec-2012,12,Dec,Q4,2012,3,Tue,18,2012-Q4,2012-Dec,201212
20121219,19-Dec-2012,12,Dec,Q4,2012,4,Wed,19,2012-Q4,2012-Dec,201212
20121220,20-Dec-2012,12,Dec,Q4,2012,5,Thu,20,2012-Q4,2012-Dec,201212
20121221,21-Dec-2012,12,Dec,Q4,2012,6,Fri,21,2012-Q4,2012-Dec,201212
20121222,22-Dec-2012,12,Dec,Q4,2012,7,Sat,22,2012-Q4,2012-Dec,201212
20121223,23-Dec-2012,12,Dec,Q4,2012,1,Sun,23,2012-Q4,2012-Dec,201212
20121224,24-Dec-2012,12,Dec,Q4,2012,2,Mon,24,2012-Q4,2012-Dec,201212
20121225,25-Dec-2012,12,Dec,Q4,2012,3,Tue,25,2012-Q4,2012-Dec,201212
20121226,26-Dec-2012,12,Dec,Q4,2012,4,Wed,26,2012-Q4,2012-Dec,201212
20121227,27-Dec-2012,12,Dec,Q4,2012,5,Thu,27,2012-Q4,2012-Dec,201212
20121228,28-Dec-2012,12,Dec,Q4,2012,6,Fri,28,2012-Q4,2012-Dec,201212
20121229,29-Dec-2012,12,Dec,Q4,2012,7,Sat,29,2012-Q4,2012-Dec,201212
20121230,30-Dec-2012,12,Dec,Q4,2012,1,Sun,30,2012-Q4,2012-Dec,201212
20121231,31-Dec-2012,12,Dec,Q4,2012,2,Mon,31,2012-Q4,2012-Dec,201212
20130101,01-Jan-2013,1,Jan,Q1,2013,3,Tue,1,2013-Q1,2013-Jan,201301
20130102,02-Jan-2013,1,Jan,Q1,2013,4,Wed,2,2013-Q1,2013-Jan,201301
20130103,03-Jan-2013,1,Jan,Q1,2013,5,Thu,3,2013-Q1,2013-Jan,201301
20130104,04-Jan-2013,1,Jan,Q1,2013,6,Fri,4,2013-Q1,2013-Jan,201301
20130105,05-Jan-2013,1,Jan,Q1,2013,7,Sat,5,2013-Q1,2013-Jan,201301
20130106,06-Jan-2013,1,Jan,Q1,2013,1,Sun,6,2013-Q1,2013-Jan,201301
20130107,07-Jan-2013,1,Jan,Q1,2013,2,Mon,7,2013-Q1,2013-Jan,201301
20130108,08-Jan-2013,1,Jan,Q1,2013,3,Tue,8,2013-Q1,2013-Jan,201301
20130109,09-Jan-2013,1,Jan,Q1,2013,4,Wed,9,2013-Q1,2013-Jan,201301
20130110,10-Jan-2013,1,Jan,Q1,2013,5,Thu,10,2013-Q1,2013-Jan,201301
20130111,11-Jan-2013,1,Jan,Q1,2013,6,Fri,11,2013-Q1,2013-Jan,201301
20130112,12-Jan-2013,1,Jan,Q1,2013,7,Sat,12,2013-Q1,2013-Jan,201301
20130113,13-Jan-2013,1,Jan,Q1,2013,1,Sun,13,2013-Q1,2013-Jan,201301
20130114,14-Jan-2013,1,Jan,Q1,2013,2,Mon,14,2013-Q1,2013-Jan,201301
20130115,15-Jan-2013,1,Jan,Q1,2013,3,Tue,15,2013-Q1,2013-Jan,201301
20130116,16-Jan-2013,1,Jan,Q1,2013,4,Wed,16,2013-Q1,2013-Jan,201301
20130117,17-Jan-2013,1,Jan,Q1,2013,5,Thu,17,2013-Q1,2013-Jan,201301
20130118,18-Jan-2013,1,Jan,Q1,2013,6,Fri,18,2013-Q1,2013-Jan,201301
20130119,19-Jan-2013,1,Jan,Q1,2013,7,Sat,19,2013-Q1,2013-Jan,201301
20130120,20-Jan-2013,1,Jan,Q1,2013,1,Sun,20,2013-Q1,2013-Jan,201301
20130121,21-Jan-2013,1,Jan,Q1,2013,2,Mon,21,2013-Q1,2013-Jan,201301
20130122,22-Jan-2013,1,Jan,Q1,2013,3,Tue,22,2013-Q1,2013-Jan,201301
20130123,23-Jan-2013,1,Jan,Q1,2013,4,Wed,23,2013-Q1,2013-Jan,201301
20130124,24-Jan-2013,1,Jan,Q1,2013,5,Thu,24,2013-Q1,2013-Jan,201301
20130125,25-Jan-2013,1,Jan,Q1,2013,6,Fri,25,2013-Q1,2013-Jan,201301
20130126,26-Jan-2013,1,Jan,Q1,2013,7,Sat,26,2013-Q1,2013-Jan,201301
20130127,27-Jan-2013,1,Jan,Q1,2013,1,Sun,27,2013-Q1,2013-Jan,201301
20130128,28-Jan-2013,1,Jan,Q1,2013,2,Mon,28,2013-Q1,2013-Jan,201301
20130129,29-Jan-2013,1,Jan,Q1,2013,3,Tue,29,2013-Q1,2013-Jan,201301
20130130,30-Jan-2013,1,Jan,Q1,2013,4,Wed,30,2013-Q1,2013-Jan,201301
20130131,31-Jan-2013,1,Jan,Q1,2013,5,Thu,31,2013-Q1,2013-Jan,201301
20130201,01-Feb-2013,2,Feb,Q1,2013,6,Fri,1,2013-Q1,2013-Feb,201302
20130202,02-Feb-2013,2,Feb,Q1,2013,7,Sat,2,2013-Q1,2013-Feb,201302
20130203,03-Feb-2013,2,Feb,Q1,2013,1,Sun,3,2013-Q1,2013-Feb,201302
20130204,04-Feb-2013,2,Feb,Q1,2013,2,Mon,4,2013-Q1,2013-Feb,201302
20130205,05-Feb-2013,2,Feb,Q1,2013,3,Tue,5,2013-Q1,2013-Feb,201302
20130206,06-Feb-2013,2,Feb,Q1,2013,4,Wed,6,2013-Q1,2013-Feb,201302
20130207,07-Feb-2013,2,Feb,Q1,2013,5,Thu,7,2013-Q1,2013-Feb,201302
20130208,08-Feb-2013,2,Feb,Q1,2013,6,Fri,8,2013-Q1,2013-Feb,201302
20130209,09-Feb-2013,2,Feb,Q1,2013,7,Sat,9,2013-Q1,2013-Feb,201302
20130210,10-Feb-2013,2,Feb,Q1,2013,1,Sun,10,2013-Q1,2013-Feb,201302
20130211,11-Feb-2013,2,Feb,Q1,2013,2,Mon,11,2013-Q1,2013-Feb,201302
20130212,12-Feb-2013,2,Feb,Q1,2013,3,Tue,12,2013-Q1,2013-Feb,201302
20130213,13-Feb-2013,2,Feb,Q1,2013,4,Wed,13,2013-Q1,2013-Feb,201302
20130214,14-Feb-2013,2,Feb,Q1,2013,5,Thu,14,2013-Q1,2013-Feb,201302
20130215,15-Feb-2013,2,Feb,Q1,2013,6,Fri,15,2013-Q1,2013-Feb,201302
20130216,16-Feb-2013,2,Feb,Q1,2013,7,Sat,16,2013-Q1,2013-Feb,201302
20130217,17-Feb-2013,2,Feb,Q1,2013,1,Sun,17,2013-Q1,2013-Feb,201302
20130218,18-Feb-2013,2,Feb,Q1,2013,2,Mon,18,2013-Q1,2013-Feb,201302
20130219,19-Feb-2013,2,Feb,Q1,2013,3,Tue,19,2013-Q1,2013-Feb,201302
20130220,20-Feb-2013,2,Feb,Q1,2013,4,Wed,20,2013-Q1,2013-Feb,201302
20130221,21-Feb-2013,2,Feb,Q1,2013,5,Thu,21,2013-Q1,2013-Feb,201302
20130222,22-Feb-2013,2,Feb,Q1,2013,6,Fri,22,2013-Q1,2013-Feb,201302
20130223,23-Feb-2013,2,Feb,Q1,2013,7,Sat,23,2013-Q1,2013-Feb,201302
20130224,24-Feb-2013,2,Feb,Q1,2013,1,Sun,24,2013-Q1,2013-Feb,201302
20130225,25-Feb-2013,2,Feb,Q1,2013,2,Mon,25,2013-Q1,2013-Feb,201302
20130226,26-Feb-2013,2,Feb,Q1,2013,3,Tue,26,2013-Q1,2013-Feb,201302
20130227,27-Feb-2013,2,Feb,Q1,2013,4,Wed,27,2013-Q1,2013-Feb,201302
20130228,28-Feb-2013,2,Feb,Q1,2013,5,Thu,28,2013-Q1,2013-Feb,201302
20130301,01-Mar-2013,3,Mar,Q1,2013,6,Fri,1,2013-Q1,2013-Mar,201303
20130302,02-Mar-2013,3,Mar,Q1,2013,7,Sat,2,2013-Q1,2013-Mar,201303
20130303,03-Mar-2013,3,Mar,Q1,2013,1,Sun,3,2013-Q1,2013-Mar,201303
20130304,04-Mar-2013,3,Mar,Q1,2013,2,Mon,4,2013-Q1,2013-Mar,201303
20130305,05-Mar-2013,3,Mar,Q1,2013,3,Tue,5,2013-Q1,2013-Mar,201303
20130306,06-Mar-2013,3,Mar,Q1,2013,4,Wed,6,2013-Q1,2013-Mar,201303
20130307,07-Mar-2013,3,Mar,Q1,2013,5,Thu,7,2013-Q1,2013-Mar,201303
20130308,08-Mar-2013,3,Mar,Q1,2013,6,Fri,8,2013-Q1,2013-Mar,201303
20130309,09-Mar-2013,3,Mar,Q1,2013,7,Sat,9,2013-Q1,2013-Mar,201303
20130310,10-Mar-2013,3,Mar,Q1,2013,1,Sun,10,2013-Q1,2013-Mar,201303
20130311,11-Mar-2013,3,Mar,Q1,2013,2,Mon,11,2013-Q1,2013-Mar,201303
20130312,12-Mar-2013,3,Mar,Q1,2013,3,Tue,12,2013-Q1,2013-Mar,201303
20130313,13-Mar-2013,3,Mar,Q1,2013,4,Wed,13,2013-Q1,2013-Mar,201303
20130314,14-Mar-2013,3,Mar,Q1,2013,5,Thu,14,2013-Q1,2013-Mar,201303
20130315,15-Mar-2013,3,Mar,Q1,2013,6,Fri,15,2013-Q1,2013-Mar,201303
20130316,16-Mar-2013,3,Mar,Q1,2013,7,Sat,16,2013-Q1,2013-Mar,201303
20130317,17-Mar-2013,3,Mar,Q1,2013,1,Sun,17,2013-Q1,2013-Mar,201303
20130318,18-Mar-2013,3,Mar,Q1,2013,2,Mon,18,2013-Q1,2013-Mar,201303
20130319,19-Mar-2013,3,Mar,Q1,2013,3,Tue,19,2013-Q1,2013-Mar,201303
20130320,20-Mar-2013,3,Mar,Q1,2013,4,Wed,20,2013-Q1,2013-Mar,201303
20130321,21-Mar-2013,3,Mar,Q1,2013,5,Thu,21,2013-Q1,2013-Mar,201303
20130322,22-Mar-2013,3,Mar,Q1,2013,6,Fri,22,2013-Q1,2013-Mar,201303
20130323,23-Mar-2013,3,Mar,Q1,2013,7,Sat,23,2013-Q1,2013-Mar,201303
20130324,24-Mar-2013,3,Mar,Q1,2013,1,Sun,24,2013-Q1,2013-Mar,201303
20130325,25-Mar-2013,3,Mar,Q1,2013,2,Mon,25,2013-Q1,2013-Mar,201303
20130326,26-Mar-2013,3,Mar,Q1,2013,3,Tue,26,2013-Q1,2013-Mar,201303
20130327,27-Mar-2013,3,Mar,Q1,2013,4,Wed,27,2013-Q1,2013-Mar,201303
20130328,28-Mar-2013,3,Mar,Q1,2013,5,Thu,28,2013-Q1,2013-Mar,201303
20130329,29-Mar-2013,3,Mar,Q1,2013,6,Fri,29,2013-Q1,2013-Mar,201303
20130330,30-Mar-2013,3,Mar,Q1,2013,7,Sat,30,2013-Q1,2013-Mar,201303
20130331,31-Mar-2013,3,Mar,Q1,2013,1,Sun,31,2013-Q1,2013-Mar,201303
20130401,01-Apr-2013,4,Apr,Q2,2013,2,Mon,1,2013-Q2,2013-Apr,201304
20130402,02-Apr-2013,4,Apr,Q2,2013,3,Tue,2,2013-Q2,2013-Apr,201304
20130403,03-Apr-2013,4,Apr,Q2,2013,4,Wed,3,2013-Q2,2013-Apr,201304
20130404,04-Apr-2013,4,Apr,Q2,2013,5,Thu,4,2013-Q2,2013-Apr,201304
20130405,05-Apr-2013,4,Apr,Q2,2013,6,Fri,5,2013-Q2,2013-Apr,201304
20130406,06-Apr-2013,4,Apr,Q2,2013,7,Sat,6,2013-Q2,2013-Apr,201304
20130407,07-Apr-2013,4,Apr,Q2,2013,1,Sun,7,2013-Q2,2013-Apr,201304
20130408,08-Apr-2013,4,Apr,Q2,2013,2,Mon,8,2013-Q2,2013-Apr,201304
20130409,09-Apr-2013,4,Apr,Q2,2013,3,Tue,9,2013-Q2,2013-Apr,201304
20130410,10-Apr-2013,4,Apr,Q2,2013,4,Wed,10,2013-Q2,2013-Apr,201304
20130411,11-Apr-2013,4,Apr,Q2,2013,5,Thu,11,2013-Q2,2013-Apr,201304
20130412,12-Apr-2013,4,Apr,Q2,2013,6,Fri,12,2013-Q2,2013-Apr,201304
20130413,13-Apr-2013,4,Apr,Q2,2013,7,Sat,13,2013-Q2,2013-Apr,201304
20130414,14-Apr-2013,4,Apr,Q2,2013,1,Sun,14,2013-Q2,2013-Apr,201304
20130415,15-Apr-2013,4,Apr,Q2,2013,2,Mon,15,2013-Q2,2013-Apr,201304
20130416,16-Apr-2013,4,Apr,Q2,2013,3,Tue,16,2013-Q2,2013-Apr,201304
20130417,17-Apr-2013,4,Apr,Q2,2013,4,Wed,17,2013-Q2,2013-Apr,201304
20130418,18-Apr-2013,4,Apr,Q2,2013,5,Thu,18,2013-Q2,2013-Apr,201304
20130419,19-Apr-2013,4,Apr,Q2,2013,6,Fri,19,2013-Q2,2013-Apr,201304
20130420,20-Apr-2013,4,Apr,Q2,2013,7,Sat,20,2013-Q2,2013-Apr,201304
20130421,21-Apr-2013,4,Apr,Q2,2013,1,Sun,21,2013-Q2,2013-Apr,201304
20130422,22-Apr-2013,4,Apr,Q2,2013,2,Mon,22,2013-Q2,2013-Apr,201304
20130423,23-Apr-2013,4,Apr,Q2,2013,3,Tue,23,2013-Q2,2013-Apr,201304
20130424,24-Apr-2013,4,Apr,Q2,2013,4,Wed,24,2013-Q2,2013-Apr,201304
20130425,25-Apr-2013,4,Apr,Q2,2013,5,Thu,25,2013-Q2,2013-Apr,201304
20130426,26-Apr-2013,4,Apr,Q2,2013,6,Fri,26,2013-Q2,2013-Apr,201304
20130427,27-Apr-2013,4,Apr,Q2,2013,7,Sat,27,2013-Q2,2013-Apr,201304
20130428,28-Apr-2013,4,Apr,Q2,2013,1,Sun,28,2013-Q2,2013-Apr,201304
20130429,29-Apr-2013,4,Apr,Q2,2013,2,Mon,29,2013-Q2,2013-Apr,201304
20130430,30-Apr-2013,4,Apr,Q2,2013,3,Tue,30,2013-Q2,2013-Apr,201304
20130501,01-May-2013,5,May,Q2,2013,4,Wed,1,2013-Q2,2013-May,201305
20130502,02-May-2013,5,May,Q2,2013,5,Thu,2,2013-Q2,2013-May,201305
20130503,03-May-2013,5,May,Q2,2013,6,Fri,3,2013-Q2,2013-May,201305
20130504,04-May-2013,5,May,Q2,2013,7,Sat,4,2013-Q2,2013-May,201305
20130505,05-May-2013,5,May,Q2,2013,1,Sun,5,2013-Q2,2013-May,201305
20130506,06-May-2013,5,May,Q2,2013,2,Mon,6,2013-Q2,2013-May,201305
20130507,07-May-2013,5,May,Q2,2013,3,Tue,7,2013-Q2,2013-May,201305
20130508,08-May-2013,5,May,Q2,2013,4,Wed,8,2013-Q2,2013-May,201305
20130509,09-May-2013,5,May,Q2,2013,5,Thu,9,2013-Q2,2013-May,201305
20130510,10-May-2013,5,May,Q2,2013,6,Fri,10,2013-Q2,2013-May,201305
20130511,11-May-2013,5,May,Q2,2013,7,Sat,11,2013-Q2,2013-May,201305
20130512,12-May-2013,5,May,Q2,2013,1,Sun,12,2013-Q2,2013-May,201305
20130513,13-May-2013,5,May,Q2,2013,2,Mon,13,2013-Q2,2013-May,201305
20130514,14-May-2013,5,May,Q2,2013,3,Tue,14,2013-Q2,2013-May,201305
20130515,15-May-2013,5,May,Q2,2013,4,Wed,15,2013-Q2,2013-May,201305
20130516,16-May-2013,5,May,Q2,2013,5,Thu,16,2013-Q2,2013-May,201305
20130517,17-May-2013,5,May,Q2,2013,6,Fri,17,2013-Q2,2013-May,201305
20130518,18-May-2013,5,May,Q2,2013,7,Sat,18,2013-Q2,2013-May,201305
20130519,19-May-2013,5,May,Q2,2013,1,Sun,19,2013-Q2,2013-May,201305
20130520,20-May-2013,5,May,Q2,2013,2,Mon,20,2013-Q2,2013-May,201305
20130521,21-May-2013,5,May,Q2,2013,3,Tue,21,2013-Q2,2013-May,201305
20130522,22-May-2013,5,May,Q2,2013,4,Wed,22,2013-Q2,2013-May,201305
20130523,23-May-2013,5,May,Q2,2013,5,Thu,23,2013-Q2,2013-May,201305
20130524,24-May-2013,5,May,Q2,2013,6,Fri,24,2013-Q2,2013-May,201305
20130525,25-May-2013,5,May,Q2,2013,7,Sat,25,2013-Q2,2013-May,201305
20130526,26-May-2013,5,May,Q2,2013,1,Sun,26,2013-Q2,2013-May,201305
20130527,27-May-2013,5,May,Q2,2013,2,Mon,27,2013-Q2,2013-May,201305
20130528,28-May-2013,5,May,Q2,2013,3,Tue,28,2013-Q2,2013-May,201305
20130529,29-May-2013,5,May,Q2,2013,4,Wed,29,2013-Q2,2013-May,201305
20130530,30-May-2013,5,May,Q2,2013,5,Thu,30,2013-Q2,2013-May,201305
20130531,31-May-2013,5,May,Q2,2013,6,Fri,31,2013-Q2,2013-May,201305
20130601,01-Jun-2013,6,Jun,Q2,2013,7,Sat,1,2013-Q2,2013-Jun,201306
20130602,02-Jun-2013,6,Jun,Q2,2013,1,Sun,2,2013-Q2,2013-Jun,201306
20130603,03-Jun-2013,6,Jun,Q2,2013,2,Mon,3,2013-Q2,2013-Jun,201306
20130604,04-Jun-2013,6,Jun,Q2,2013,3,Tue,4,2013-Q2,2013-Jun,201306
20130605,05-Jun-2013,6,Jun,Q2,2013,4,Wed,5,2013-Q2,2013-Jun,201306
20130606,06-Jun-2013,6,Jun,Q2,2013,5,Thu,6,2013-Q2,2013-Jun,201306
20130607,07-Jun-2013,6,Jun,Q2,2013,6,Fri,7,2013-Q2,2013-Jun,201306
20130608,08-Jun-2013,6,Jun,Q2,2013,7,Sat,8,2013-Q2,2013-Jun,201306
20130609,09-Jun-2013,6,Jun,Q2,2013,1,Sun,9,2013-Q2,2013-Jun,201306
20130610,10-Jun-2013,6,Jun,Q2,2013,2,Mon,10,2013-Q2,2013-Jun,201306
20130611,11-Jun-2013,6,Jun,Q2,2013,3,Tue,11,2013-Q2,2013-Jun,201306
20130612,12-Jun-2013,6,Jun,Q2,2013,4,Wed,12,2013-Q2,2013-Jun,201306
20130613,13-Jun-2013,6,Jun,Q2,2013,5,Thu,13,2013-Q2,2013-Jun,201306
20130614,14-Jun-2013,6,Jun,Q2,2013,6,Fri,14,2013-Q2,2013-Jun,201306
20130615,15-Jun-2013,6,Jun,Q2,2013,7,Sat,15,2013-Q2,2013-Jun,201306
20130616,16-Jun-2013,6,Jun,Q2,2013,1,Sun,16,2013-Q2,2013-Jun,201306
20130617,17-Jun-2013,6,Jun,Q2,2013,2,Mon,17,2013-Q2,2013-Jun,201306
20130618,18-Jun-2013,6,Jun,Q2,2013,3,Tue,18,2013-Q2,2013-Jun,201306
20130619,19-Jun-2013,6,Jun,Q2,2013,4,Wed,19,2013-Q2,2013-Jun,201306
20130620,20-Jun-2013,6,Jun,Q2,2013,5,Thu,20,2013-Q2,2013-Jun,201306
20130621,21-Jun-2013,6,Jun,Q2,2013,6,Fri,21,2013-Q2,2013-Jun,201306
20130622,22-Jun-2013,6,Jun,Q2,2013,7,Sat,22,2013-Q2,2013-Jun,201306
20130623,23-Jun-2013,6,Jun,Q2,2013,1,Sun,23,2013-Q2,2013-Jun,201306
20130624,24-Jun-2013,6,Jun,Q2,2013,2,Mon,24,2013-Q2,2013-Jun,201306
20130625,25-Jun-2013,6,Jun,Q2,2013,3,Tue,25,2013-Q2,2013-Jun,201306
20130626,26-Jun-2013,6,Jun,Q2,2013,4,Wed,26,2013-Q2,2013-Jun,201306
20130627,27-Jun-2013,6,Jun,Q2,2013,5,Thu,27,2013-Q2,2013-Jun,201306
20130628,28-Jun-2013,6,Jun,Q2,2013,6,Fri,28,2013-Q2,2013-Jun,201306
20130629,29-Jun-2013,6,Jun,Q2,2013,7,Sat,29,2013-Q2,2013-Jun,201306
20130630,30-Jun-2013,6,Jun,Q2,2013,1,Sun,30,2013-Q2,2013-Jun,201306
20130701,01-Jul-2013,7,Jul,Q3,2013,2,Mon,1,2013-Q3,2013-Jul,201307
