DateKey,Date,MonthKey,Month,Quarter,Year,WeekDayKey,WeekDay,Day Of Month,Year-Quarter,YearMonth,YearMonthKey
20100101,01-Jan-2010,1,Jan,Q1,2010,6,Fri,1,2010-Q1,2010-Jan,201001
20100102,02-Jan-2010,1,Jan,Q1,2010,7,Sat,2,2010-Q1,2010-Jan,201001
20100103,03-Jan-2010,1,Jan,Q1,2010,1,Sun,3,2010-Q1,2010-Jan,201001
20100104,04-Jan-2010,1,Jan,Q1,2010,2,Mon,4,2010-Q1,2010-Jan,201001
20100105,05-Jan-2010,1,Jan,Q1,2010,3,Tue,5,2010-Q1,2010-Jan,201001
20100106,06-Jan-2010,1,Jan,Q1,2010,4,Wed,6,2010-Q1,2010-Jan,201001
20100107,07-Jan-2010,1,Jan,Q1,2010,5,Thu,7,2010-Q1,2010-Jan,201001
20100108,08-Jan-2010,1,Jan,Q1,2010,6,Fri,8,2010-Q1,2010-Jan,201001
20100109,09-Jan-2010,1,Jan,Q1,2010,7,Sat,9,2010-Q1,2010-Jan,201001
20100110,10-Jan-2010,1,Jan,Q1,2010,1,Sun,10,2010-Q1,2010-Jan,201001
20100111,11-Jan-2010,1,Jan,Q1,2010,2,Mon,11,2010-Q1,2010-Jan,201001
20100112,12-Jan-2010,1,Jan,Q1,2010,3,Tue,12,2010-Q1,2010-Jan,201001
20100113,13-Jan-2010,1,Jan,Q1,2010,4,Wed,13,2010-Q1,2010-Jan,201001
20100114,14-Jan-2010,1,Jan,Q1,2010,5,Thu,14,2010-Q1,2010-Jan,201001
20100115,15-Jan-2010,1,Jan,Q1,2010,6,Fri,15,2010-Q1,2010-Jan,201001
20100116,16-Jan-2010,1,Jan,Q1,2010,7,Sat,16,2010-Q1,2010-Jan,201001
20100117,17-Jan-2010,1,Jan,Q1,2010,1,Sun,17,2010-Q1,2010-Jan,201001
20100118,18-Jan-2010,1,Jan,Q1,2010,2,Mon,18,2010-Q1,2010-Jan,201001
20100119,19-Jan-2010,1,Jan,Q1,2010,3,Tue,19,2010-Q1,2010-Jan,201001
20100120,20-Jan-2010,1,Jan,Q1,2010,4,Wed,20,2010-Q1,2010-Jan,201001
20100121,21-Jan-2010,1,Jan,Q1,2010,5,Thu,21,2010-Q1,2010-Jan,201001
20100122,22-Jan-2010,1,Jan,Q1,2010,6,Fri,22,2010-Q1,2010-Jan,201001
20100123,23-Jan-2010,1,Jan,Q1,2010,7,Sat,23,2010-Q1,2010-Jan,201001
20100124,24-Jan-2010,1,Jan,Q1,2010,1,Sun,24,2010-Q1,2010-Jan,201001
20100125,25-Jan-2010,1,Jan,Q1,2010,2,Mon,25,2010-Q1,2010-Jan,201001
20100126,26-Jan-2010,1,Jan,Q1,2010,3,Tue,26,2010-Q1,2010-Jan,201001
20100127,27-Jan-2010,1,Jan,Q1,2010,4,Wed,27,2010-Q1,2010-Jan,201001
20100128,28-Jan-2010,1,Jan,Q1,2010,5,Thu,28,2010-Q1,2010-Jan,201001
20100129,29-Jan-2010,1,Jan,Q1,2010,6,Fri,29,2010-Q1,2010-Jan,201001
20100130,30-Jan-2010,1,Jan,Q1,2010,7,Sat,30,2010-Q1,2010-Jan,201001
20100131,31-Jan-2010,1,Jan,Q1,2010,1,Sun,31,2010-Q1,2010-Jan,201001
20100201,01-Feb-2010,2,Feb,Q1,2010,2,Mon,1,2010-Q1,2010-Feb,201002
20100202,02-Feb-2010,2,Feb,Q1,2010,3,Tue,2,2010-Q1,2010-Feb,201002
20100203,03-Feb-2010,2,Feb,Q1,2010,4,Wed,3,2010-Q1,2010-Feb,201002
20100204,04-Feb-2010,2,Feb,Q1,2010,5,Thu,4,2010-Q1,2010-Feb,201002
20100205,05-Feb-2010,2,Feb,Q1,2010,6,Fri,5,2010-Q1,2010-Feb,201002
20100206,06-Feb-2010,2,Feb,Q1,2010,7,Sat,6,2010-Q1,2010-Feb,201002
20100207,07-Feb-2010,2,Feb,Q1,2010,1,Sun,7,2010-Q1,2010-Feb,201002
20100208,08-Feb-2010,2,Feb,Q1,2010,2,Mon,8,2010-Q1,2010-Feb,201002
20100209,09-Feb-2010,2,Feb,Q1,2010,3,Tue,9,2010-Q1,2010-Feb,201002
20100210,10-Feb-2010,2,Feb,Q1,2010,4,Wed,10,2010-Q1,2010-Feb,201002
20100211,11-Feb-2010,2,Feb,Q1,2010,5,Thu,11,2010-Q1,2010-Feb,201002
20100212,12-Feb-2010,2,Feb,Q1,2010,6,Fri,12,2010-Q1,2010-Feb,201002
20100213,13-Feb-2010,2,Feb,Q1,2010,7,Sat,13,2010-Q1,2010-Feb,201002
20100214,14-Feb-2010,2,Feb,Q1,2010,1,Sun,14,2010-Q1,2010-Feb,201002
20100215,15-Feb-2010,2,Feb,Q1,2010,2,Mon,15,2010-Q1,2010-Feb,201002
20100216,16-Feb-2010,2,Feb,Q1,2010,3,Tue,16,2010-Q1,2010-Feb,201002
20100217,17-Feb-2010,2,Feb,Q1,2010,4,Wed,17,2010-Q1,2010-Feb,201002
20100218,18-Feb-2010,2,Feb,Q1,2010,5,Thu,18,2010-Q1,2010-Feb,201002
20100219,19-Feb-2010,2,Feb,Q1,2010,6,Fri,19,2010-Q1,2010-Feb,201002
20100220,20-Feb-2010,2,Feb,Q1,2010,7,Sat,20,2010-Q1,2010-Feb,201002
20100221,21-Feb-2010,2,Feb,Q1,2010,1,Sun,21,2010-Q1,2010-Feb,201002
20100222,22-Feb-2010,2,Feb,Q1,2010,2,Mon,22,2010-Q1,2010-Feb,201002
20100223,23-Feb-2010,2,Feb,Q1,2010,3,Tue,23,2010-Q1,2010-Feb,201002
20100224,24-Feb-2010,2,Feb,Q1,2010,4,Wed,24,2010-Q1,2010-Feb,201002
20100225,25-Feb-2010,2,Feb,Q1,2010,5,Thu,25,2010-Q1,2010-Feb,201002
20100226,26-Feb-2010,2,Feb,Q1,2010,6,Fri,26,2010-Q1,2010-Feb,201002
20100227,27-Feb-2010,2,Feb,Q1,2010,7,Sat,27,2010-Q1,2010-Feb,201002
20100228,28-Feb-2010,2,Feb,Q1,2010,1,Sun,28,2010-Q1,2010-Feb,201002
20100301,01-Mar-2010,3,Mar,Q1,2010,2,Mon,1,2010-Q1,2010-Mar,201003
20100302,02-Mar-2010,3,Mar,Q1,2010,3,Tue,2,2010-Q1,2010-Mar,201003
20100303,03-Mar-2010,3,Mar,Q1,2010,4,Wed,3,2010-Q1,2010-Mar,201003
20100304,04-Mar-2010,3,Mar,Q1,2010,5,Thu,4,2010-Q1,2010-Mar,201003
20100305,05-Mar-2010,3,Mar,Q1,2010,6,Fri,5,2010-Q1,2010-Mar,201003
20100306,06-Mar-2010,3,Mar,Q1,2010,7,Sat,6,2010-Q1,2010-Mar,201003
20100307,07-Mar-2010,3,Mar,Q1,2010,1,Sun,7,2010-Q1,2010-Mar,201003
20100308,08-Mar-2010,3,Mar,Q1,2010,2,Mon,8,2010-Q1,2010-Mar,201003
20100309,09-Mar-2010,3,Mar,Q1,2010,3,Tue,9,2010-Q1,2010-Mar,201003
20100310,10-Mar-2010,3,Mar,Q1,2010,4,Wed,10,2010-Q1,2010-Mar,201003
20100311,11-Mar-2010,3,Mar,Q1,2010,5,Thu,11,2010-Q1,2010-Mar,201003
20100312,12-Mar-2010,3,Mar,Q1,2010,6,Fri,12,2010-Q1,2010-Mar,201003
20100313,13-Mar-2010,3,Mar,Q1,2010,7,Sat,13,2010-Q1,2010-Mar,201003
20100314,14-Mar-2010,3,Mar,Q1,2010,1,Sun,14,2010-Q1,2010-Mar,201003
20100315,15-Mar-2010,3,Mar,Q1,2010,2,Mon,15,2010-Q1,2010-Mar,201003
20100316,16-Mar-2010,3,Mar,Q1,2010,3,Tue,16,2010-Q1,2010-Mar,201003
20100317,17-Mar-2010,3,Mar,Q1,2010,4,Wed,17,2010-Q1,2010-Mar,201003
20100318,18-Mar-2010,3,Mar,Q1,2010,5,Thu,18,2010-Q1,2010-Mar,201003
20100319,19-Mar-2010,3,Mar,Q1,2010,6,Fri,19,2010-Q1,2010-Mar,201003
20100320,20-Mar-2010,3,Mar,Q1,2010,7,Sat,20,2010-Q1,2010-Mar,201003
20100321,21-Mar-2010,3,Mar,Q1,2010,1,Sun,21,2010-Q1,2010-Mar,201003
20100322,22-Mar-2010,3,Mar,Q1,2010,2,Mon,22,2010-Q1,2010-Mar,201003
20100323,23-Mar-2010,3,Mar,Q1,2010,3,Tue,23,2010-Q1,2010-Mar,201003
20100324,24-Mar-2010,3,Mar,Q1,2010,4,Wed,24,2010-Q1,2010-Mar,201003
20100325,25-Mar-2010,3,Mar,Q1,2010,5,Thu,25,2010-Q1,2010-Mar,201003
20100326,26-Mar-2010,3,Mar,Q1,2010,6,Fri,26,2010-Q1,2010-Mar,201003
20100327,27-Mar-2010,3,Mar,Q1,2010,7,Sat,27,2010-Q1,2010-Mar,201003
20100328,28-Mar-2010,3,Mar,Q1,2010,1,Sun,28,2010-Q1,2010-Mar,201003
20100329,29-Mar-2010,3,Mar,Q1,2010,2,Mon,29,2010-Q1,2010-Mar,201003
20100330,30-Mar-2010,3,Mar,Q1,2010,3,Tue,30,2010-Q1,2010-Mar,201003
20100331,31-Mar-2010,3,Mar,Q1,2010,4,Wed,31,2010-Q1,2010-Mar,201003
20100401,01-Apr-2010,4,Apr,Q2,2010,5,Thu,1,2010-Q2,2010-Apr,201004
20100402,02-Apr-2010,4,Apr,Q2,2010,6,Fri,2,2010-Q2,2010-Apr,201004
20100403,03-Apr-2010,4,Apr,Q2,2010,7,Sat,3,2010-Q2,2010-Apr,201004
20100404,04-Apr-2010,4,Apr,Q2,2010,1,Sun,4,2010-Q2,2010-Apr,201004
20100405,05-Apr-2010,4,Apr,Q2,2010,2,Mon,5,2010-Q2,2010-Apr,201004
20100406,06-Apr-2010,4,Apr,Q2,2010,3,Tue,6,2010-Q2,2010-Apr,201004
20100407,07-Apr-2010,4,Apr,Q2,2010,4,Wed,7,2010-Q2,2010-Apr,201004
20100408,08-Apr-2010,4,Apr,Q2,2010,5,Thu,8,2010-Q2,2010-Apr,201004
20100409,09-Apr-2010,4,Apr,Q2,2010,6,Fri,9,2010-Q2,2010-Apr,201004
20100410,10-Apr-2010,4,Apr,Q2,2010,7,Sat,10,2010-Q2,2010-Apr,201004
20100411,11-Apr-2010,4,Apr,Q2,2010,1,Sun,11,2010-Q2,2010-Apr,201004
20100412,12-Apr-2010,4,Apr,Q2,2010,2,Mon,12,2010-Q2,2010-Apr,201004
20100413,13-Apr-2010,4,Apr,Q2,2010,3,Tue,13,2010-Q2,2010-Apr,201004
20100414,14-Apr-2010,4,Apr,Q2,2010,4,Wed,14,2010-Q2,2010-Apr,201004
20100415,15-Apr-2010,4,Apr,Q2,2010,5,Thu,15,2010-Q2,2010-Apr,201004
20100416,16-Apr-2010,4,Apr,Q2,2010,6,Fri,16,2010-Q2,2010-Apr,201004
20100417,17-Apr-2010,4,Apr,Q2,2010,7,Sat,17,2010-Q2,2010-Apr,201004
20100418,18-Apr-2010,4,Apr,Q2,2010,1,Sun,18,2010-Q2,2010-Apr,201004
20100419,19-Apr-2010,4,Apr,Q2,2010,2,Mon,19,2010-Q2,2010-Apr,201004
20100420,20-Apr-2010,4,Apr,Q2,2010,3,Tue,20,2010-Q2,2010-Apr,201004
20100421,21-Apr-2010,4,Apr,Q2,2010,4,Wed,21,2010-Q2,2010-Apr,201004
20100422,22-Apr-2010,4,Apr,Q2,2010,5,Thu,22,2010-Q2,2010-Apr,201004
20100423,23-Apr-2010,4,Apr,Q2,2010,6,Fri,23,2010-Q2,2010-Apr,201004
20100424,24-Apr-2010,4,Apr,Q2,2010,7,Sat,24,2010-Q2,2010-Apr,201004
20100425,25-Apr-2010,4,Apr,Q2,2010,1,Sun,25,2010-Q2,2010-Apr,201004
20100426,26-Apr-2010,4,Apr,Q2,2010,2,Mon,26,2010-Q2,2010-Apr,201004
20100427,27-Apr-2010,4,Apr,Q2,2010,3,Tue,27,2010-Q2,2010-Apr,201004
20100428,28-Apr-2010,4,Apr,Q2,2010,4,Wed,28,2010-Q2,2010-Apr,201004
20100429,29-Apr-2010,4,Apr,Q2,2010,5,Thu,29,2010-Q2,2010-Apr,201004
20100430,30-Apr-2010,4,Apr,Q2,2010,6,Fri,30,2010-Q2,2010-Apr,201004
20100501,01-May-2010,5,May,Q2,2010,7,Sat,1,2010-Q2,2010-May,201005
20100502,02-May-2010,5,May,Q2,2010,1,Sun,2,2010-Q2,2010-May,201005
20100503,03-May-2010,5,May,Q2,2010,2,Mon,3,2010-Q2,2010-May,201005
20100504,04-May-2010,5,May,Q2,2010,3,Tue,4,2010-Q2,2010-May,201005
20100505,05-May-2010,5,May,Q2,2010,4,Wed,5,2010-Q2,2010-May,201005
20100506,06-May-2010,5,May,Q2,2010,5,Thu,6,2010-Q2,2010-May,201005
20100507,07-May-2010,5,May,Q2,2010,6,Fri,7,2010-Q2,2010-May,201005
20100508,08-May-2010,5,May,Q2,2010,7,Sat,8,2010-Q2,2010-May,201005
20100509,09-May-2010,5,May,Q2,2010,1,Sun,9,2010-Q2,2010-May,201005
20100510,10-May-2010,5,May,Q2,2010,2,Mon,10,2010-Q2,2010-May,201005
20100511,11-May-2010,5,May,Q2,2010,3,Tue,11,2010-Q2,2010-May,201005
20100512,12-May-2010,5,May,Q2,2010,4,Wed,12,2010-Q2,2010-May,201005
20100513,13-May-2010,5,May,Q2,2010,5,Thu,13,2010-Q2,2010-May,201005
20100514,14-May-2010,5,May,Q2,2010,6,Fri,14,2010-Q2,2010-May,201005
20100515,15-May-2010,5,May,Q2,2010,7,Sat,15,2010-Q2,2010-May,201005
20100516,16-May-2010,5,May,Q2,2010,1,Sun,16,2010-Q2,2010-May,201005
20100517,17-May-2010,5,May,Q2,2010,2,Mon,17,2010-Q2,2010-May,201005
20100518,18-May-2010,5,May,Q2,2010,3,Tue,18,2010-Q2,2010-May,201005
20100519,19-May-2010,5,May,Q2,2010,4,Wed,19,2010-Q2,2010-May,201005
20100520,20-May-2010,5,May,Q2,2010,5,Thu,20,2010-Q2,2010-May,201005
20100521,21-May-2010,5,May,Q2,2010,6,Fri,21,2010-Q2,2010-May,201005
20100522,22-May-2010,5,May,Q2,2010,7,Sat,22,2010-Q2,2010-May,201005
20100523,23-May-2010,5,May,Q2,2010,1,Sun,23,2010-Q2,2010-May,201005
20100524,24-May-2010,5,May,Q2,2010,2,Mon,24,2010-Q2,2010-May,201005
20100525,25-May-2010,5,May,Q2,2010,3,Tue,25,2010-Q2,2010-May,201005
20100526,26-May-2010,5,May,Q2,2010,4,Wed,26,2010-Q2,2010-May,201005
20100527,27-May-2010,5,May,Q2,2010,5,Thu,27,2010-Q2,2010-May,201005
20100528,28-May-2010,5,May,Q2,2010,6,Fri,28,2010-Q2,2010-May,201005
20100529,29-May-2010,5,May,Q2,2010,7,Sat,29,2010-Q2,2010-May,201005
20100530,30-May-2010,5,May,Q2,2010,1,Sun,30,2010-Q2,2010-May,201005
20100531,31-May-2010,5,May,Q2,2010,2,Mon,31,2010-Q2,2010-May,201005
20100601,01-Jun-2010,6,Jun,Q2,2010,3,Tue,1,2010-Q2,2010-Jun,201006
20100602,02-Jun-2010,6,Jun,Q2,2010,4,Wed,2,2010-Q2,2010-Jun,201006
20100603,03-Jun-2010,6,Jun,Q2,2010,5,Thu,3,2010-Q2,2010-Jun,201006
20100604,04-Jun-2010,6,Jun,Q2,2010,6,Fri,4,2010-Q2,2010-Jun,201006
20100605,05-Jun-2010,6,Jun,Q2,2010,7,Sat,5,2010-Q2,2010-Jun,201006
20100606,06-Jun-2010,6,Jun,Q2,2010,1,Sun,6,2010-Q2,2010-Jun,201006
20100607,07-Jun-2010,6,Jun,Q2,2010,2,Mon,7,2010-Q2,2010-Jun,201006
20100608,08-Jun-2010,6,Jun,Q2,2010,3,Tue,8,2010-Q2,2010-Jun,201006
20100609,09-Jun-2010,6,Jun,Q2,2010,4,Wed,9,2010-Q2,2010-Jun,201006
20100610,10-Jun-2010,6,Jun,Q2,2010,5,Thu,10,2010-Q2,2010-Jun,201006
20100611,11-Jun-2010,6,Jun,Q2,2010,6,Fri,11,2010-Q2,2010-Jun,201006
20100612,12-Jun-2010,6,Jun,Q2,2010,7,Sat,12,2010-Q2,2010-Jun,201006
20100613,13-Jun-2010,6,Jun,Q2,2010,1,Sun,13,2010-Q2,2010-Jun,201006
20100614,14-Jun-2010,6,Jun,Q2,2010,2,Mon,14,2010-Q2,2010-Jun,201006
20100615,15-Jun-2010,6,Jun,Q2,2010,3,Tue,15,2010-Q2,2010-Jun,201006
20100616,16-Jun-2010,6,Jun,Q2,2010,4,Wed,16,2010-Q2,2010-Jun,201006
20100617,17-Jun-2010,6,Jun,Q2,2010,5,Thu,17,2010-Q2,2010-Jun,201006
20100618,18-Jun-2010,6,Jun,Q2,2010,6,Fri,18,2010-Q2,2010-Jun,201006
20100619,19-Jun-2010,6,Jun,Q2,2010,7,Sat,19,2010-Q2,2010-Jun,201006
20100620,20-Jun-2010,6,Jun,Q2,2010,1,Sun,20,2010-Q2,2010-Jun,201006
20100621,21-Jun-2010,6,Jun,Q2,2010,2,Mon,21,2010-Q2,2010-Jun,201006
20100622,22-Jun-2010,6,Jun,Q2,2010,3,Tue,22,2010-Q2,2010-Jun,201006
20100623,23-Jun-2010,6,Jun,Q2,2010,4,Wed,23,2010-Q2,2010-Jun,201006
20100624,24-Jun-2010,6,Jun,Q2,2010,5,Thu,24,2010-Q2,2010-Jun,201006
20100625,25-Jun-2010,6,Jun,Q2,2010,6,Fri,25,2010-Q2,2010-Jun,201006
20100626,26-Jun-2010,6,Jun,Q2,2010,7,Sat,26,2010-Q2,2010-Jun,201006
20100627,27-Jun-2010,6,Jun,Q2,2010,1,Sun,27,2010-Q2,2010-Jun,201006
20100628,28-Jun-2010,6,Jun,Q2,2010,2,Mon,28,2010-Q2,2010-Jun,201006
20100629,29-Jun-2010,6,Jun,Q2,2010,3,Tue,29,2010-Q2,2010-Jun,201006
20100630,30-Jun-2010,6,Jun,Q2,2010,4,Wed,30,2010-Q2,2010-Jun,201006
20100701,01-Jul-2010,7,Jul,Q3,2010,5,Thu,1,2010-Q3,2010-Jul,201007
20100702,02-Jul-2010,7,Jul,Q3,2010,6,Fri,2,2010-Q3,2010-Jul,201007
20100703,03-Jul-2010,7,Jul,Q3,2010,7,Sat,3,2010-Q3,2010-Jul,201007
20100704,04-Jul-2010,7,Jul,Q3,2010,1,Sun,4,2010-Q3,2010-Jul,201007
20100705,05-Jul-2010,7,Jul,Q3,2010,2,Mon,5,2010-Q3,2010-Jul,201007
20100706,06-Jul-2010,7,Jul,Q3,2010,3,Tue,6,2010-Q3,2010-Jul,201007
20100707,07-Jul-2010,7,Jul,Q3,2010,4,Wed,7,2010-Q3,2010-Jul,201007
20100708,08-Jul-2010,7,Jul,Q3,2010,5,Thu,8,2010-Q3,2010-Jul,201007
20100709,09-Jul-2010,7,Jul,Q3,2010,6,Fri,9,2010-Q3,2010-Jul,201007
20100710,10-Jul-2010,7,Jul,Q3,2010,7,Sat,10,2010-Q3,2010-Jul,201007
20100711,11-Jul-2010,7,Jul,Q3,2010,1,Sun,11,2010-Q3,2010-Jul,201007
20100712,12-Jul-2010,7,Jul,Q3,2010,2,Mon,12,2010-Q3,2010-Jul,201007
20100713,13-Jul-2010,7,Jul,Q3,2010,3,Tue,13,2010-Q3,2010-Jul,201007
20100714,14-Jul-2010,7,Jul,Q3,2010,4,Wed,14,2010-Q3,2010-Jul,201007
20100715,15-Jul-2010,7,Jul,Q3,2010,5,Thu,15,2010-Q3,2010-Jul,201007
20100716,16-Jul-2010,7,Jul,Q3,2010,6,Fri,16,2010-Q3,2010-Jul,201007
20100717,17-Jul-2010,7,Jul,Q3,2010,7,Sat,17,2010-Q3,2010-Jul,201007
20100718,18-Jul-2010,7,Jul,Q3,2010,1,Sun,18,2010-Q3,2010-Jul,201007
20100719,19-Jul-2010,7,Jul,Q3,2010,2,Mon,19,2010-Q3,2010-Jul,201007
20100720,20-Jul-2010,7,Jul,Q3,2010,3,Tue,20,2010-Q3,2010-Jul,201007
20100721,21-Jul-2010,7,Jul,Q3,2010,4,Wed,21,2010-Q3,2010-Jul,201007
20100722,22-Jul-2010,7,Jul,Q3,2010,5,Thu,22,2010-Q3,2010-Jul,201007
20100723,23-Jul-2010,7,Jul,Q3,2010,6,Fri,23,2010-Q3,2010-Jul,201007
20100724,24-Jul-2010,7,Jul,Q3,2010,7,Sat,24,2010-Q3,2010-Jul,201007
20100725,25-Jul-2010,7,Jul,Q3,2010,1,Sun,25,2010-Q3,2010-Jul,201007
20100726,26-Jul-2010,7,Jul,Q3,2010,2,Mon,26,2010-Q3,2010-Jul,201007
20100727,27-Jul-2010,7,Jul,Q3,2010,3,Tue,27,2010-Q3,2010-Jul,201007
20100728,28-Jul-2010,7,Jul,Q3,2010,4,Wed,28,2010-Q3,2010-Jul,201007
20100729,29-Jul-2010,7,Jul,Q3,2010,5,Thu,29,2010-Q3,2010-Jul,201007
20100730,30-Jul-2010,7,Jul,Q3,2010,6,Fri,30,2010-Q3,2010-Jul,201007
20100731,31-Jul-2010,7,Jul,Q3,2010,7,Sat,31,2010-Q3,2010-Jul,201007
20100801,01-Aug-2010,8,Aug,Q3,2010,1,Sun,1,2010-Q3,2010-Aug,201008
20100802,02-Aug-2010,8,Aug,Q3,2010,2,Mon,2,2010-Q3,2010-Aug,201008
20100803,03-Aug-2010,8,Aug,Q3,2010,3,Tue,3,2010-Q3,2010-Aug,201008
20100804,04-Aug-2010,8,Aug,Q3,2010,4,Wed,4,2010-Q3,2010-Aug,201008
20100805,05-Aug-2010,8,Aug,Q3,2010,5,Thu,5,2010-Q3,2010-Aug,201008
20100806,06-Aug-2010,8,Aug,Q3,2010,6,Fri,6,2010-Q3,2010-Aug,201008
20100807,07-Aug-2010,8,Aug,Q3,2010,7,Sat,7,2010-Q3,2010-Aug,201008
20100808,08-Aug-2010,8,Aug,Q3,2010,1,Sun,8,2010-Q3,2010-Aug,201008
20100809,09-Aug-2010,8,Aug,Q3,2010,2,Mon,9,2010-Q3,2010-Aug,201008
20100810,10-Aug-2010,8,Aug,Q3,2010,3,Tue,10,2010-Q3,2010-Aug,201008
20100811,11-Aug-2010,8,Aug,Q3,2010,4,Wed,11,2010-Q3,2010-Aug,201008
20100812,12-Aug-2010,8,Aug,Q3,2010,5,Thu,12,2010-Q3,2010-Aug,201008
20100813,13-Aug-2010,8,Aug,Q3,2010,6,Fri,13,2010-Q3,2010-Aug,201008
20100814,14-Aug-2010,8,Aug,Q3,2010,7,Sat,14,2010-Q3,2010-Aug,201008
20100815,15-Aug-2010,8,Aug,Q3,2010,1,Sun,15,2010-Q3,2010-Aug,201008
20100816,16-Aug-2010,8,Aug,Q3,2010,2,Mon,16,2010-Q3,2010-Aug,201008
20100817,17-Aug-2010,8,Aug,Q3,2010,3,Tue,17,2010-Q3,2010-Aug,201008
20100818,18-Aug-2010,8,Aug,Q3,2010,4,Wed,18,2010-Q3,2010-Aug,201008
20100819,19-Aug-2010,8,Aug,Q3,2010,5,Thu,19,2010-Q3,2010-Aug,201008
20100820,20-Aug-2010,8,Aug,Q3,2010,6,Fri,20,2010-Q3,2010-Aug,201008
20100821,21-Aug-2010,8,Aug,Q3,2010,7,Sat,21,2010-Q3,2010-Aug,201008
20100822,22-Aug-2010,8,Aug,Q3,2010,1,Sun,22,2010-Q3,2010-Aug,201008
20100823,23-Aug-2010,8,Aug,Q3,2010,2,Mon,23,2010-Q3,2010-Aug,201008
20100824,24-Aug-2010,8,Aug,Q3,2010,3,Tue,24,2010-Q3,2010-Aug,201008
20100825,25-Aug-2010,8,Aug,Q3,2010,4,Wed,25,2010-Q3,2010-Aug,201008
20100826,26-Aug-2010,8,Aug,Q3,2010,5,Thu,26,2010-Q3,2010-Aug,201008
20100827,27-Aug-2010,8,Aug,Q3,2010,6,Fri,27,2010-Q3,2010-Aug,201008
20100828,28-Aug-2010,8,Aug,Q3,2010,7,Sat,28,2010-Q3,2010-Aug,201008
20100829,29-Aug-2010,8,Aug,Q3,2010,1,Sun,29,2010-Q3,2010-Aug,201008
20100830,30-Aug-2010,8,Aug,Q3,2010,2,Mon,30,2010-Q3,2010-Aug,201008
20100831,31-Aug-2010,8,Aug,Q3,2010,3,Tue,31,2010-Q3,2010-Aug,201008
20100901,01-Sep-2010,9,Sep,Q3,2010,4,Wed,1,2010-Q3,2010-Sep,201009
20100902,02-Sep-2010,9,Sep,Q3,2010,5,Thu,2,2010-Q3,2010-Sep,201009
20100903,03-Sep-2010,9,Sep,Q3,2010,6,Fri,3,2010-Q3,2010-Sep,201009
20100904,04-Sep-2010,9,Sep,Q3,2010,7,Sat,4,2010-Q3,2010-Sep,201009
20100905,05-Sep-2010,9,Sep,Q3,2010,1,Sun,5,2010-Q3,2010-Sep,201009
20100906,06-Sep-2010,9,Sep,Q3,2010,2,Mon,6,2010-Q3,2010-Sep,201009
20100907,07-Sep-2010,9,Sep,Q3,2010,3,Tue,7,2010-Q3,2010-Sep,201009
20100908,08-Sep-2010,9,Sep,Q3,2010,4,Wed,8,2010-Q3,2010-Sep,201009
20100909,09-Sep-2010,9,Sep,Q3,2010,5,Thu,9,2010-Q3,2010-Sep,201009
20100910,10-Sep-2010,9,Sep,Q3,2010,6,Fri,10,2010-Q3,2010-Sep,201009
20100911,11-Sep-2010,9,Sep,Q3,2010,7,Sat,11,2010-Q3,2010-Sep,201009
20100912,12-Sep-2010,9,Sep,Q3,2010,1,Sun,12,2010-Q3,2010-Sep,201009
20100913,13-Sep-2010,9,Sep,Q3,2010,2,Mon,13,2010-Q3,2010-Sep,201009
20100914,14-Sep-2010,9,Sep,Q3,2010,3,Tue,14,2010-Q3,2010-Sep,201009
20100915,15-Sep-2010,9,Sep,Q3,2010,4,Wed,15,2010-Q3,2010-Sep,201009
20100916,16-Sep-2010,9,Sep,Q3,2010,5,Thu,16,2010-Q3,2010-Sep,201009
20100917,17-Sep-2010,9,Sep,Q3,2010,6,Fri,17,2010-Q3,2010-Sep,201009
20100918,18-Sep-2010,9,Sep,Q3,2010,7,Sat,18,2010-Q3,2010-Sep,201009
20100919,19-Sep-2010,9,Sep,Q3,2010,1,Sun,19,2010-Q3,2010-Sep,201009
20100920,20-Sep-2010,9,Sep,Q3,2010,2,Mon,20,2010-Q3,2010-Sep,201009
20100921,21-Sep-2010,9,Sep,Q3,2010,3,Tue,21,2010-Q3,2010-Sep,201009
20100922,22-Sep-2010,9,Sep,Q3,2010,4,Wed,22,2010-Q3,2010-Sep,201009
20100923,23-Sep-2010,9,Sep,Q3,2010,5,Thu,23,2010-Q3,2010-Sep,201009
20100924,24-Sep-2010,9,Sep,Q3,2010,6,Fri,24,2010-Q3,2010-Sep,201009
20100925,25-Sep-2010,9,Sep,Q3,2010,7,Sat,25,2010-Q3,2010-Sep,201009
20100926,26-Sep-2010,9,Sep,Q3,2010,1,Sun,26,2010-Q3,2010-Sep,201009
20100927,27-Sep-2010,9,Sep,Q3,2010,2,Mon,27,2010-Q3,2010-Sep,201009
20100928,28-Sep-2010,9,Sep,Q3,2010,3,Tue,28,2010-Q3,2010-Sep,201009
20100929,29-Sep-2010,9,Sep,Q3,2010,4,Wed,29,2010-Q3,2010-Sep,201009
20100930,30-Sep-2010,9,Sep,Q3,2010,5,Thu,30,2010-Q3,2010-Sep,201009
20101001,01-Oct-2010,10,Oct,Q4,2010,6,Fri,1,2010-Q4,2010-Oct,201010
20101002,02-Oct-2010,10,Oct,Q4,2010,7,Sat,2,2010-Q4,2010-Oct,201010
20101003,03-Oct-2010,10,Oct,Q4,2010,1,Sun,3,2010-Q4,2010-Oct,201010
